frequency_mhz,block_started_at,configuration,dwell_us,round,control,phase_and_closure_pass,first_phase_pass_ms,maximum_observable_phase_bias_deg,maximum_observable_gain_error_db,error,analysis_json
2475.0,2026-09-08T22:58:55.806988+00:00,A,200,2,False,False,,147.75842300761676,45.951245642093006,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r2-A-200us-20260908T230302.629462Z/independent-analysis.json
2475.0,2026-09-08T22:58:55.806988+00:00,A,1000,3,False,True,6.281248980546853,0.9717043841355838,0.179688276758829,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-1000us-20260908T230317.695365Z/independent-analysis.json
2475.0,2026-09-08T22:58:55.806988+00:00,A,100,3,False,False,,164.37179294964596,25.415915516973136,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-100us-20260908T230332.502536Z/independent-analysis.json
2475.0,2026-09-08T22:58:55.806988+00:00,A,25,3,False,False,,2.6993900875088905,3.021209629144887,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-25us-20260908T230347.531702Z/independent-analysis.json
2475.0,2026-09-08T22:58:55.806988+00:00,A,200,3,True,False,,175.98224781597645,45.38188801442735,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-200us-control-20260908T230402.264143Z/independent-analysis.json
2475.0,2026-09-08T22:58:55.806988+00:00,A,50,3,False,False,,165.8080221620771,37.6906252534952,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-50us-20260908T230417.250050Z/independent-analysis.json
2475.0,2026-09-08T22:58:55.806988+00:00,A,200,3,False,False,,166.76687805809934,44.24558213073656,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-200us-20260908T230432.222533Z/independent-analysis.json
2475.0,2026-09-08T23:14:15.311097+00:00,B,1000,1,False,False,50.243603175061175,117.70779151504011,23.305230609243356,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r1-B-1000us-20260908T231739.360036Z/independent-analysis.json
2475.0,2026-09-08T23:14:15.311097+00:00,B,50,1,False,False,,159.03019005149352,29.790495286783223,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r1-B-50us-20260908T231754.505239Z/independent-analysis.json
2475.0,2026-09-08T23:14:15.311097+00:00,B,25,1,False,False,,171.43507513843133,38.82251979026268,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r1-B-25us-20260908T231809.732937Z/independent-analysis.json
2475.0,2026-09-08T23:14:15.311097+00:00,A,200,1,True,False,,147.36997934813584,43.08994992285271,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r1-A-200us-control-20260908T231825.017835Z/independent-analysis.json
2475.0,2026-09-08T23:14:15.311097+00:00,B,200,1,False,False,,176.0639256637748,39.13874048854373,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r1-B-200us-20260908T231834.037225Z/independent-analysis.json
2475.0,2026-09-08T23:14:15.311097+00:00,B,100,1,False,False,,150.30135964125105,33.391888642568745,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r1-B-100us-20260908T231849.497651Z/independent-analysis.json
2475.0,2026-09-08T23:14:15.311097+00:00,A,1000,1,True,True,6.282117102370085,1.7902792669780447,0.7991089533441418,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r1-A-1000us-control-20260908T231904.534048Z/independent-analysis.json
2475.0,2026-09-08T23:14:15.311097+00:00,B,25,2,False,False,,160.4800004709191,36.94925364572493,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r2-B-25us-20260908T231918.879225Z/independent-analysis.json
2475.0,2026-09-08T23:14:15.311097+00:00,B,50,2,False,False,,159.12910569362063,36.41583037094027,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r2-B-50us-20260908T231934.498902Z/independent-analysis.json
2475.0,2026-09-08T23:14:15.311097+00:00,A,1000,2,True,False,25.121913636402702,114.14101553405506,22.961973921667592,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r2-A-1000us-control-20260908T231949.829474Z/independent-analysis.json
2475.0,2026-09-08T23:14:15.311097+00:00,B,100,2,False,False,400.16445949854403,151.2103689370675,38.1632384941002,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r2-B-100us-20260908T232004.207669Z/independent-analysis.json
2475.0,2026-09-08T23:14:15.311097+00:00,B,1000,2,False,True,6.28087220260221,5.610978034235169,0.4541409985634912,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r2-B-1000us-20260908T232019.846817Z/independent-analysis.json
2475.0,2026-09-08T23:14:15.311097+00:00,A,200,2,True,False,,153.42516825035506,42.98583616435204,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r2-A-200us-control-20260908T232035.506787Z/independent-analysis.json
2475.0,2026-09-08T23:14:15.311097+00:00,B,200,2,False,False,,161.98811353533736,43.66508969158439,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r2-B-200us-20260908T232044.771720Z/independent-analysis.json
2475.0,2026-09-08T23:14:15.311097+00:00,B,100,3,False,False,,157.8205233126922,30.04605462809577,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r3-B-100us-20260908T232101.237930Z/independent-analysis.json
2475.0,2026-09-08T23:14:15.311097+00:00,A,200,3,True,False,,159.62290674792277,42.45233497250958,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r3-A-200us-control-20260908T232117.348532Z/independent-analysis.json
2475.0,2026-09-08T23:14:15.311097+00:00,B,1000,3,False,True,6.281349374842063,5.54667786467343,0.30231703239432334,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r3-B-1000us-20260908T232132.267255Z/independent-analysis.json
2475.0,2026-09-08T23:14:15.311097+00:00,B,25,3,False,False,,155.41889182266686,36.11236109937959,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r3-B-25us-20260908T232148.344616Z/independent-analysis.json
2475.0,2026-09-08T23:14:15.311097+00:00,A,1000,3,True,True,6.282039883756409,2.2554704421609624,0.5315364428442831,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r3-A-1000us-control-20260908T232204.034070Z/independent-analysis.json
2475.0,2026-09-08T23:14:15.311097+00:00,B,50,3,False,False,400.2305204095538,167.11234964557354,37.766367055871,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r3-B-50us-20260908T232218.467113Z/independent-analysis.json
2475.0,2026-09-08T23:14:15.311097+00:00,B,200,3,False,False,,155.21718657727106,45.977535505769,,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r3-B-200us-20260908T232235.375962Z/independent-analysis.json
