frequency_mhz,block_started_at,configuration,dwell_us,round,method,cycles,groups,rf_window_ms,model_valid_percent,circular_centre_deg,all_group_repeatability_rms_deg,accepted_group_rms_about_all_group_centre_deg,rms_about_independent_bearing_deg,surveyed_angle_error_rms_deg,rejection_counts,ambiguity_margin_db_p05,residual_phase_rms_deg_p95,repeatable_bearing_pass
5811.0,2026-09-08T22:45:32.349619+00:00,D,100,3,retrospective_full,32,139,28.7149706421812,7.913669064748201,86.36095951294249,14.568101213298407,1.989448311222658,14.57733346943592,,{'ambiguous_peak': 128},0.11259992097713274,30.99237938159589,False
5811.0,2026-09-08T22:45:32.349619+00:00,D,100,3,causal_open_loop,32,104,28.7147061615844,4.807692307692308,89.90283048728539,43.34798833561954,2.453734154691481,44.308888997928726,,"{'ambiguous_peak': 99, 'phase_residual_above_gate': 3}",0.07935364337336072,39.767329744569395,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,1000,1,retrospective_full,4,158,25.12579330372738,0.0,19.71202893432525,0.6072981870380982,,0.8113124232385855,,"{'score_below_gate': 158, 'ambiguous_peak': 158, 'phase_residual_above_gate': 107}",0.570483824829302,51.295086233195505,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,1000,1,causal_open_loop,4,119,25.126756990507445,0.0,23.378181242240778,1.306442322126918,,3.3900032225264174,,{'ambiguous_peak': 119},0.1172535400307844,28.55081625255438,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,50,1,retrospective_full,34,196,20.341609144437314,0.0,20.85314836318213,39.71282668174827,,39.597677762511196,,"{'score_below_gate': 174, 'ambiguous_peak': 196, 'phase_residual_above_gate': 165}",0.13242430019190712,129.10922036312192,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,50,1,causal_open_loop,34,147,20.34160457903054,0.0,27.695717300235852,12.602658744639369,,14.780652457683658,,"{'ambiguous_peak': 147, 'score_below_gate': 27, 'phase_residual_above_gate': 19}",0.10549244753507228,105.68755680836267,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,25,1,retrospective_full,64,139,28.713675269626535,0.0,3.775419144845117,77.51419460933374,,80.27280094740962,,"{'score_below_gate': 129, 'ambiguous_peak': 139, 'phase_residual_above_gate': 98}",0.12990253951830041,127.67007369713862,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,25,1,causal_open_loop,64,104,28.71104137167368,0.0,316.69113865916296,91.15764428483108,,97.25002162843343,,"{'ambiguous_peak': 103, 'score_below_gate': 77, 'phase_residual_above_gate': 59}",0.06235281850698564,114.50030360198853,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,200,1,retrospective_full,16,167,23.925555742857213,0.0,25.800910652776132,4.3580165954990875,,7.061958473754284,,"{'score_below_gate': 167, 'ambiguous_peak': 167, 'phase_residual_above_gate': 139}",0.4475193380946523,126.08421849939636,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,200,1,causal_open_loop,16,125,23.9272415536239,0.0,40.87320044780142,90.4289720094745,,97.64316668359338,,"{'ambiguous_peak': 125, 'score_below_gate': 12}",0.1106896240641183,39.14294598798007,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,100,1,retrospective_full,32,139,28.71355713468773,0.0,24.525185047751204,1.0041706929742429,,4.391528388014111,,"{'score_below_gate': 139, 'ambiguous_peak': 139, 'phase_residual_above_gate': 132}",0.44318531499382013,130.87812724683823,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,100,1,causal_open_loop,32,104,28.71265772603556,0.0,26.95062534243539,4.5637545460244695,,8.110230659244769,,"{'ambiguous_peak': 104, 'score_below_gate': 35, 'phase_residual_above_gate': 28}",0.11869879457626273,121.94016990539957,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,25,2,retrospective_full,64,139,28.712537135414028,0.0,11.3804484077799,60.96256816479701,,62.64653684870929,,"{'ambiguous_peak': 139, 'score_below_gate': 65, 'phase_residual_above_gate': 54}",0.11001646452177213,126.27796596343819,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,25,2,causal_open_loop,64,104,28.71400222246319,0.0,341.37308701717865,93.74807429352131,,94.8710600175109,,"{'ambiguous_peak': 103, 'score_below_gate': 31, 'phase_residual_above_gate': 24}",0.052257968801250644,66.36097615110447,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,50,2,retrospective_full,34,196,20.336935033103565,0.0,21.7958958658258,2.1509338061405114,,2.648100493653856,,{'ambiguous_peak': 196},0.10295292559859967,29.51815426543017,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,50,2,causal_open_loop,34,147,20.33782210845333,0.0,179.46570823093646,65.38643589887208,,150.32672184052882,,"{'ambiguous_peak': 147, 'score_below_gate': 49, 'phase_residual_above_gate': 17}",0.039599821198157005,52.33350615536464,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,100,2,retrospective_full,32,139,28.716580442022988,0.0,22.663199875397503,42.308591941878696,,41.85323578080602,,"{'ambiguous_peak': 139, 'score_below_gate': 137, 'phase_residual_above_gate': 125}",0.222613631362092,130.5643031430608,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,100,2,causal_open_loop,32,104,28.717856139109077,0.0,29.935804877879942,106.3082793449613,,110.04022975013065,,"{'ambiguous_peak': 104, 'score_below_gate': 6}",0.1129470880141886,38.14490583687712,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,1000,2,retrospective_full,4,159,25.1241727917866,0.0,20.235834093389578,0.8194977001704417,,0.8196198689391005,,"{'score_below_gate': 159, 'ambiguous_peak': 159, 'phase_residual_above_gate': 75}",0.5627302198725606,49.69065436239769,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,1000,2,causal_open_loop,4,119,25.125623346071173,0.0,23.529134158420113,1.9117000837045763,,3.795937124803595,,{'ambiguous_peak': 119},0.11780176886371095,28.44164625549481,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,200,2,retrospective_full,16,167,23.924005523779602,0.0,24.385509344879942,2.9194043155715566,,5.065181425600814,,"{'score_below_gate': 167, 'ambiguous_peak': 167, 'phase_residual_above_gate': 140}",0.44384721808360933,126.7406861435193,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,200,2,causal_open_loop,16,125,23.92575677505174,0.0,79.27131718368919,91.630630435627,,119.83125635659505,,"{'ambiguous_peak': 125, 'score_below_gate': 21, 'phase_residual_above_gate': 6}",0.11347124727252632,39.48489013725889,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,1000,3,retrospective_full,4,159,25.124995922187413,0.0,21.701251415247526,0.7888162791348682,,1.6517810094394032,,{'ambiguous_peak': 159},0.11406843040633811,28.640255884325633,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,1000,3,causal_open_loop,4,119,25.124374552185326,0.0,22.89497101542544,1.0618953041895842,,2.850162165517587,,{'ambiguous_peak': 119},0.11818879974485659,28.793762410294654,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,100,3,retrospective_full,32,139,28.714561649227633,0.0,26.09434651900814,32.08749364950305,,31.657529762245854,,"{'score_below_gate': 123, 'ambiguous_peak': 139, 'phase_residual_above_gate': 106}",0.3434733769040139,130.51754986027842,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,100,3,causal_open_loop,32,104,28.714857358485474,0.0,34.207024319130554,62.3871676279287,,62.366983452785334,,"{'ambiguous_peak': 104, 'score_below_gate': 14, 'phase_residual_above_gate': 3}",0.11599787778159436,36.41363010378565,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,25,3,retrospective_full,64,139,28.71176836152593,0.0,20.91559821852759,32.69906373578274,,32.67587993453891,,"{'ambiguous_peak': 138, 'score_below_gate': 18, 'phase_residual_above_gate': 13}",0.09718095485456796,64.07697941421567,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,25,3,causal_open_loop,64,104,28.711389012035095,0.0,23.581977477948048,33.68152673597319,,33.46561093696954,,"{'ambiguous_peak': 104, 'score_below_gate': 82, 'phase_residual_above_gate': 78}",0.10493884071907182,122.65508406585703,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,50,3,retrospective_full,34,196,20.33728768871635,0.0,9.29952430206731,64.44260106249382,,66.75000238859585,,"{'score_below_gate': 196, 'ambiguous_peak': 196, 'phase_residual_above_gate': 178}",0.19694803483764264,129.25302401828446,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,50,3,causal_open_loop,34,147,20.336226210717026,0.0,21.786913956591476,63.56566047706148,,63.48666767746686,,"{'ambiguous_peak': 147, 'score_below_gate': 101, 'phase_residual_above_gate': 80}",0.10721487606130838,124.7679058455849,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,200,3,retrospective_full,16,167,23.926280378997024,0.0,23.60777384878066,1.0519724281416294,,3.5187159981233354,,"{'score_below_gate': 167, 'ambiguous_peak': 167, 'phase_residual_above_gate': 151}",0.463806012735056,131.59772237512,False
2475.0,2026-09-08T22:58:55.806988+00:00,A,200,3,causal_open_loop,16,125,23.927606949009423,0.0,52.8429187119494,66.90055402644631,,71.52571915052654,,"{'ambiguous_peak': 125, 'score_below_gate': 54, 'phase_residual_above_gate': 19}",0.07051375013381957,53.524182670041796,False
