run_json,block_started_at,dataset_class,observable_ports,unobservable_ports,frequency_mhz,configuration,dwell_us,round,control,method,origin_shift_us,maximum_phase_deg,maximum_gain_db,phase_closure_pass_diagnostic_only,base_window_phase_closure_pass,base_observation_ms,base_weighted_phase_rms_deg,report_status
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-1000us-20260908T230317.695365Z/run.json,2026-09-08T22:58:55.806988+00:00,recipe-bound fresh trial,ANT1 ANT2 ANT4 ANT8 ANT7,ANT5,2475.0,A,1000,3,False,past-only rolling 50 ms,0.5,0.9647375997437438,0.17378855058789663,True,True,50,0.7786251265949012,analyzed
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-100us-20260908T230332.502536Z/run.json,2026-09-08T22:58:55.806988+00:00,recipe-bound fresh trial,ANT1 ANT2 ANT4 ANT8 ANT7,ANT5,2475.0,A,100,3,False,whole-record reference-labeled,116.0,5.88346264041369,3.597939194840067,False,False,0.8973300515383635,16.004521794163484,analyzed
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-100us-20260908T230332.502536Z/run.json,2026-09-08T22:58:55.806988+00:00,recipe-bound fresh trial,ANT1 ANT2 ANT4 ANT8 ANT7,ANT5,2475.0,A,100,3,False,past-only frozen,116.0,15.040106402535262,6.7643165399160115,False,False,0.8973392924526711,45.978840998711526,analyzed
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-100us-20260908T230332.502536Z/run.json,2026-09-08T22:58:55.806988+00:00,recipe-bound fresh trial,ANT1 ANT2 ANT4 ANT8 ANT7,ANT5,2475.0,A,100,3,False,past-only rolling 50 ms,116.0,1.1205244196547037,0.9019918416911316,True,True,50,1.1592523448879442,analyzed
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-25us-20260908T230347.531702Z/run.json,2026-09-08T22:58:55.806988+00:00,recipe-bound fresh trial,ANT1 ANT2 ANT4 ANT8 ANT7,ANT5,2475.0,A,25,3,False,whole-record reference-labeled,0.5,3.4867370810395104,3.288965929393254,False,False,0.44862138064884266,47.645868039078614,analyzed
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-25us-20260908T230347.531702Z/run.json,2026-09-08T22:58:55.806988+00:00,recipe-bound fresh trial,ANT1 ANT2 ANT4 ANT8 ANT7,ANT5,2475.0,A,25,3,False,past-only frozen,0.5,166.88552882886222,22.435056030530696,False,False,0.44861545331304836,80.05400909773086,analyzed
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-25us-20260908T230347.531702Z/run.json,2026-09-08T22:58:55.806988+00:00,recipe-bound fresh trial,ANT1 ANT2 ANT4 ANT8 ANT7,ANT5,2475.0,A,25,3,False,past-only rolling 50 ms,0.5,1.1971712805077246,4.182075867614595,False,False,50,19.974161691355366,analyzed
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-200us-control-20260908T230402.264143Z/run.json,2026-09-08T22:58:55.806988+00:00,recipe-bound fresh trial,ANT1 ANT2 ANT4 ANT8 ANT7,ANT5,2475.0,A,200,3,True,whole-record reference-labeled,218.5,2.14660564151745,0.5977314209214233,True,True,1.495260145688327,5.338695718546809,analyzed
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-200us-control-20260908T230402.264143Z/run.json,2026-09-08T22:58:55.806988+00:00,recipe-bound fresh trial,ANT1 ANT2 ANT4 ANT8 ANT7,ANT5,2475.0,A,200,3,True,past-only frozen,218.5,15.734036647990326,6.337515595096489,False,False,1.4953356054773532,34.08153490457292,analyzed
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-200us-control-20260908T230402.264143Z/run.json,2026-09-08T22:58:55.806988+00:00,recipe-bound fresh trial,ANT1 ANT2 ANT4 ANT8 ANT7,ANT5,2475.0,A,200,3,True,past-only rolling 50 ms,218.5,1.1355045443402787,0.3371435891019823,True,True,50,0.833463254045849,analyzed
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-50us-20260908T230417.250050Z/run.json,2026-09-08T22:58:55.806988+00:00,recipe-bound fresh trial,ANT1 ANT2 ANT4 ANT8 ANT7,ANT5,2475.0,A,50,3,False,whole-record reference-labeled,69.0,37.61505559044389,14.039898396257506,False,False,0.5981555202563633,47.11394783706032,analyzed
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-50us-20260908T230417.250050Z/run.json,2026-09-08T22:58:55.806988+00:00,recipe-bound fresh trial,ANT1 ANT2 ANT4 ANT8 ANT7,ANT5,2475.0,A,50,3,False,past-only frozen,69.0,159.93552329160795,12.772482685193527,False,False,0.5981243003152067,78.00483932404168,analyzed
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-50us-20260908T230417.250050Z/run.json,2026-09-08T22:58:55.806988+00:00,recipe-bound fresh trial,ANT1 ANT2 ANT4 ANT8 ANT7,ANT5,2475.0,A,50,3,False,past-only rolling 50 ms,69.0,1.284504467083417,1.9173720023304544,False,False,50,1.5481008341691893,analyzed
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-200us-20260908T230432.222533Z/run.json,2026-09-08T22:58:55.806988+00:00,recipe-bound fresh trial,ANT1 ANT2 ANT4 ANT8 ANT7,ANT5,2475.0,A,200,3,False,whole-record reference-labeled,218.0,1.245179868675551,0.6332551747100419,True,True,1.495392523687314,5.3342933580516645,analyzed
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-200us-20260908T230432.222533Z/run.json,2026-09-08T22:58:55.806988+00:00,recipe-bound fresh trial,ANT1 ANT2 ANT4 ANT8 ANT7,ANT5,2475.0,A,200,3,False,past-only frozen,218.0,36.43733648655745,12.813718547175117,False,False,1.495475434313089,51.64063962074101,analyzed
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-200us-20260908T230432.222533Z/run.json,2026-09-08T22:58:55.806988+00:00,recipe-bound fresh trial,ANT1 ANT2 ANT4 ANT8 ANT7,ANT5,2475.0,A,200,3,False,past-only rolling 50 ms,218.0,1.0332446154992294,0.44107902865160353,True,True,50,0.8477080549390451,analyzed
