frequency_mhz,tx,dwell_us,timing,cycles,groups,rf_window_ms,model_valid_percent,circular_centre_deg,all_group_repeatability_rms_deg,accepted_group_rms_about_all_group_centre_deg,rms_about_independent_bearing_deg,surveyed_angle_error_rms_deg,rejection_counts,ambiguity_margin_db_p05,residual_phase_rms_deg_p95,repeatable_bearing_pass
5811.0,1,200,Whole-record timing,16,125,23.911109948145906,96.0,80.76798953872591,1.9950378442800123,2.021467837579603,,,"{'phase_residual_above_gate': 2, 'score_below_gate': 1, 'ambiguous_peak': 3}",1.3975217389150696,41.01447034389114,True
5811.0,1,200,"1 s past-only, then open-loop",16,125,23.911912273866037,82.39999999999999,85.33921721470115,18.676756818454727,4.23439090702912,,,"{'ambiguous_peak': 22, 'phase_residual_above_gate': 2, 'score_below_gate': 2}",0.31014636772696885,43.21469452129061,False
5750.0,2,200,Whole-record timing,2,1003,2.9887918899616817,97.30807577268196,181.02740573368692,4.662437693737361,1.6994727540225782,,,"{'ambiguous_peak': 25, 'phase_residual_above_gate': 3}",1.2608258071107508,30.79056032770052,True
5750.0,2,200,"1 s past-only, then open-loop",2,1003,2.989153630948398,63.70887337986042,143.28418851234557,32.24506324955361,29.700879574294106,,,"{'ambiguous_peak': 233, 'phase_residual_above_gate': 272, 'score_below_gate': 172}",0.22999427099377154,72.0259169521753,False
5775.0,2,100,Whole-record timing,8,418,7.173449589515652,98.08612440191388,182.79269567243313,2.0817955446899643,2.0574440570327948,,,"{'phase_residual_above_gate': 5, 'ambiguous_peak': 5}",1.5083477828354293,31.083685354451386,True
5775.0,2,100,"1 s past-only, then open-loop",8,418,7.173753875935877,44.97607655502392,152.80838706896822,34.07470491522354,29.882712000606393,,,"{'phase_residual_above_gate': 217, 'ambiguous_peak': 163, 'score_below_gate': 173}",0.19301604737165812,77.34810238517424,False
5800.0,1,200,Whole-record timing,32,62,47.8156726968367,80.64516129032258,83.48373623264611,2.302203965394555,2.264411646449314,,,"{'ambiguous_peak': 3, 'phase_residual_above_gate': 10}",1.2228549195957017,53.965512975814164,False
5800.0,1,200,"1 s past-only, then open-loop",32,62,47.8196264374003,40.32258064516129,103.7090308327857,43.280348615858124,18.2284136991216,,,"{'phase_residual_above_gate': 31, 'ambiguous_peak': 27, 'score_below_gate': 19}",0.09277955840819344,65.25459219633701,False
