port,fresh_over_earlier_db
ANT1,-2.6390764491866765
ANT2,0.18761985172612908
ANT4,-0.2802176894897289
ANT8,0.5346834074926818
ANT7,-0.027638997472575127
ANT5,-0.0351344272121745
