block,run_json,configuration,dwell_us,round,control,any_window_pass,first_phase_pass_ms,error,common_rotation_deg,gain_error_db,maximum_observable_gain_error_db,maximum_observable_phase_bias_deg,passed,raw_phase_bias_deg,relative_phase_bias_deg,weighted_phase_bias_deg
block-20260908T222235133339Z,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r1-200us-20260908T222501.075648Z/run.json,A,200,1,False,False,,,-2.6098663874703485,"[6.352943317055177, -11.78100587042227, -7.165317451131992, 2.87177687684744, -2.436845010385368, 2.1731971295203016]",11.78100587042227,96.27792288126997,False,"[-84.60774163849268, 4.911501274969807, 93.66805649379963, 4.037075590206244, -62.35769442031054, 1.155280758379473]","[-81.99787525102232, 7.521367662440156, 96.27792288126997, 6.646941977676592, -59.74782803284019, 3.765147145849822]",43.31240358090849
block-20260908T222235133339Z,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r1-25us-20260908T222516.265695Z/run.json,A,25,1,False,False,,autonomous C6 harmonic frequency estimates are inconsistent,,,,,,,,
block-20260908T222235133339Z,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r2-50us-20260908T222531.402805Z/run.json,A,50,2,False,False,100.50900155149932,,-3.2329540215856456,"[-1.638116558381514, -1.3847295047542996, -1.2347975970251204, -1.0468789123599065, -1.1936457244756227, -0.464828248593826]",1.638116558381514,10.222186481154035,False,"[-13.455140502739681, -3.5793872986090127, 1.698380687609528, -1.5345032346483074, -5.863591696007845, -1.5260759141733504]","[-10.222186481154035, -0.3464332770233675, 4.931334709195173, 1.6984507869373382, -2.6306376744221995, 1.706878107412295]",2.5800427960038146
block-20260908T222235133339Z,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r2-1000us-20260908T222546.698760Z/run.json,A,1000,2,False,True,25.121035576979843,,-2.083597653083368,"[-0.7732625880917612, -0.11902214353583433, 0.012287437599985825, 0.047264466553193205, -0.02625779271920896, 0.05939315586838575]",0.7732625880917612,5.091055763296132,True,"[-7.174653416379501, -1.935962232398283, -1.0144589704179732, -1.2405944654902028, -3.287335000454997, -1.5461117785111442]","[-5.091055763296132, 0.14763542068508503, 1.069138682665395, 0.8430031875931656, -1.2037373473716286, 0.5374858745722241]",1.0165029796834444
block-20260908T222235133339Z,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r2-25us-20260908T222601.891685Z/run.json,A,25,2,False,False,,autonomous C6 harmonic frequency estimates are inconsistent,,,,,,,,
block-20260908T222235133339Z,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r2-200us-control-20260908T222617.293187Z/run.json,A,200,2,True,True,50.84360318948853,,-2.386527523183502,"[-0.6764103056860338, -0.3326360691090986, -0.19404615914215917, -0.289011521858817, -0.29284892847889943, 0.20478280704189028]",0.6764103056860338,7.234115358076957,True,"[-9.620642881260459, -3.0723610980836225, -0.07961252853496571, -0.07287801488263, -3.472869583008912, -0.6757981891972944]","[-7.234115358076957, -0.6858335749001204, 2.3069149946485363, 2.3136495083008723, -1.08634205982541, 1.7107293339862075]",1.7190591605325087
block-20260908T222235133339Z,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r2-200us-20260908T222626.631316Z/run.json,A,200,2,False,False,50.84359810772015,,-2.680827269220078,"[-0.17626187011607597, -1.4171483687340645, -0.49213246986599657, -0.4546839388419461, -1.0347997131325641, -0.7984533561093701]",1.4171483687340645,32.80151317219442,False,"[-35.48234044141451, -3.7082140996310087, 8.4622798188195, 1.0348585151065448, -7.872039056116005, 3.307829153790557]","[-32.80151317219442, -1.02738683041093, 11.143107088039578, 3.7156857843266233, -5.191211786895926, 5.988656423010635]",6.650685398734433
block-20260908T222235133339Z,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r2-100us-20260908T222641.322420Z/run.json,A,100,2,False,False,,,-2.7486315954197673,"[-0.5164253681864237, -2.4624310621293533, -0.15311118520479972, -0.8449441065789536, -1.3504808502958383, 0.09534209297896765]",2.4624310621293533,36.31828667455114,False,"[-39.066918269970905, -3.0960384442897273, 17.34078733508396, -5.679021166119109, -10.154466773494844, 5.155803723377744]","[-36.31828667455114, -0.3474068488699597, 20.089418930503726, -2.9303895706993406, -7.405835178075076, 7.904435318797512]",9.242593683728325
block-20260908T222235133339Z,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r3-200us-20260908T222656.033948Z/run.json,A,200,3,False,True,20.93667073828589,,-2.7356331971064978,"[-0.7647465310217711, -0.13911032956353211, -0.2973718876002941, -0.24641048654864323, -0.17992531832738093, 0.13142173761707604]",0.7647465310217711,2.4965837091787346,True,"[-3.881301121464867, -2.269878982627221, -1.6477149343088702, -1.4031262537532039, -5.232216906285233, -2.763588136022775]","[-1.1456679243583698, 0.4657542144792766, 1.0879182627976276, 1.3325069433532943, -2.4965837091787346, -0.02795493891627746]",1.3145746012943318
block-20260908T222235133339Z,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r3-50us-20260908T222710.858363Z/run.json,A,50,3,False,False,,,2.245355353850639,"[0.2097889060973856, -7.354555845978239, 1.9914289631662776, -2.4749190737065248, -1.912550016512319, 1.6485367111449216]",7.354555845978239,60.47945470869755,False,"[-58.234099354846904, 9.873941232151978, 42.99326902179955, -26.436947449694543, -19.923991755705945, 21.53637329413349]","[-60.47945470869755, 7.6285858783013385, 40.747913667948914, -28.682302803545177, -22.16934710955659, 19.291017940282856]",22.606975008048217
block-20260908T222235133339Z,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r3-1000us-20260908T222725.732602Z/run.json,A,1000,3,False,True,25.122742634000723,,-1.116116620003925,"[-0.17546277719431325, 0.02693285774854294, 0.0729839472107578, 0.07616465912123929, 0.14243872972457589, -0.017024814057731864]",0.17546277719431325,3.797925665320199,True,"[-4.914042285324125, -1.0477795070757008, 1.2552198194686903, 0.5590865345124648, -3.488743724142658, -0.720694742582502]","[-3.797925665320199, 0.06833711292822416, 2.371336439472615, 1.67520315451639, -2.3726271041387337, 0.3954218774214231]",1.546462835556183
block-20260908T222235133339Z,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r3-200us-control-20260908T222740.934092Z/run.json,A,200,3,True,False,50.84302003501171,,-2.5561356867919436,"[-1.3176581215609344, -0.4618427555326032, -0.36472023932334313, -0.22839504702254124, -0.33880353769436433, 0.2944858529726608]",1.3176581215609344,10.597398821644171,False,"[-13.153534508436115, -2.6152733553695438, 0.6461679358405722, -1.1499977133628088, -4.259760862907005, -2.11225388975505]","[-10.597398821644171, -0.05913766857759993, 3.2023036226325163, 1.406137973429135, -1.7036251761150611, 0.4438817970368937]",2.0305572972755512
block-20260908T222235133339Z,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r3-25us-20260908T222755.811703Z/run.json,A,25,3,False,False,,autonomous C6 harmonic frequency estimates are inconsistent,,,,,,,,
block-20260908T222235133339Z,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r3-100us-20260908T222810.962634Z/run.json,A,100,3,False,False,50.24862499530046,,-2.910254350010581,"[-1.1563930374899751, -0.5785167566073786, -0.2890765863828203, -0.4549866709230145, -0.5029412048356116, -0.27968967032895276]",1.1563930374899751,8.387146558585544,False,"[-11.297400908596124, -3.1943168056824405, 0.5523458441218703, -1.4936258888899814, -4.937748237338791, -1.000168279362872]","[-8.387146558585544, -0.28406245567185917, 3.462600194132451, 1.4166284611206, -2.027493887328211, 1.9100860706477096]",2.0047785602714816
block-20260908T223136472639Z,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T223136472639Z-r1-A-1000us-control-20260908T223540.792355Z/run.json,A,1000,1,True,True,25.12437466680627,,1.2125087813785307,"[-0.22827596237499576, 0.3363188729945168, 0.48861196053274303, 0.0522099464539762, 0.3899540648781882, 0.6925529159597106]",0.6925529159597106,3.2996630322783624,True,"[0.01486557754591585, 1.053876162529952, 2.3726797004593494, 2.2365764147320677, -0.7738521773109396, 4.5121718136568925]","[-1.197643203832615, -0.15863261884857888, 1.1601709190808183, 1.024067633353537, -1.9863609586894702, 3.2996630322783624]",1.3426781046156315
block-20260908T223136472639Z,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T223136472639Z-r1-B-100us-20260908T223555.226309Z/run.json,B,100,1,False,False,50.24611700770262,,-1.9634527073445132,"[-0.5312802395382503, -0.8816885181213672, -0.45483061685900117, -0.6358287831727648, -0.2575478367916905, -0.40843612898684467]",0.8816885181213672,12.744913260069387,False,"[-14.7083659674139, -1.2084259235424517, -3.052945286715224, -2.7903653875768946, -2.220871733393135, 0.07163331359890802]","[-12.744913260069387, 0.7550267838020611, -1.0894925793707113, -0.8269126802323821, -0.25741902604862227, 2.035086020943421]",1.87787003032127
