configuration,dwell_us,round,integration_ms,cycles,groups,active_per_port_ms,weighted_phase_rms_deg,passed,run_json
D,50,2,5.38120451009272,9,743,0.3564,41.15787324051004,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-D-50us-20260908T072056.143442Z/run.json
D,50,2,10.164497407952917,17,393,0.6732,33.46879641944507,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-D-50us-20260908T072056.143442Z/run.json
D,50,2,20.328994815905833,34,196,1.3464,27.645771985769024,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-D-50us-20260908T072056.143442Z/run.json
D,50,2,50.22457542753206,84,79,3.3264,22.845929072500727,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-D-50us-20260908T072056.143442Z/run.json
D,50,2,100.44915085506412,168,39,6.6528,20.659881479988297,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-D-50us-20260908T072056.143442Z/run.json
D,50,2,200.30039009789573,335,19,13.266,20.700390381212372,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-D-50us-20260908T072056.143442Z/run.json
D,50,2,400.0028685835589,669,9,26.4924,16.933303351693457,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-D-50us-20260908T072056.143442Z/run.json
A,50,2,0.5978818312575332,1,6689,0.0395,87.41142817684008,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-50us-20260908T072110.243709Z/run.json
A,50,2,1.1957636625150665,2,3344,0.079,67.26923587631288,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-50us-20260908T072110.243709Z/run.json
A,50,2,2.391527325030133,4,1672,0.158,60.15161836080592,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-50us-20260908T072110.243709Z/run.json
A,50,2,5.380936481317799,9,743,0.35550000000000004,41.689837313010955,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-50us-20260908T072110.243709Z/run.json
A,50,2,10.163991131378065,17,393,0.6715,31.85040583748914,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-50us-20260908T072110.243709Z/run.json
A,50,2,20.32798226275613,34,196,1.343,23.011788626567366,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-50us-20260908T072110.243709Z/run.json
A,50,2,50.22207382563279,84,79,3.318,14.53077967151281,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-50us-20260908T072110.243709Z/run.json
A,50,2,100.44414765126558,168,39,6.636,12.633124612416365,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-50us-20260908T072110.243709Z/run.json
A,50,2,200.29041347127364,335,19,13.2325,10.688095544007398,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-50us-20260908T072110.243709Z/run.json
A,50,2,400.5808269425473,670,9,26.465,7.659985140166459,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-50us-20260908T072110.243709Z/run.json
B,100,2,0.8969041092868284,1,4459,0.0896,74.07716334974651,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-B-100us-20260908T072128.436476Z/run.json
B,100,2,1.7938082185736568,2,2229,0.1792,66.92120428408552,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-B-100us-20260908T072128.436476Z/run.json
B,100,2,2.690712327860485,3,1486,0.2688,60.439755425853704,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-B-100us-20260908T072128.436476Z/run.json
B,100,2,5.38142465572097,6,743,0.5376,31.17805768518718,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-B-100us-20260908T072128.436476Z/run.json
B,100,2,10.76284931144194,12,371,1.0752,22.93364297313821,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-B-100us-20260908T072128.436476Z/run.json
B,100,2,20.628794513597054,23,193,2.0608,16.144498278142173,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-B-100us-20260908T072128.436476Z/run.json
B,100,2,50.22663012006239,56,79,5.0176,9.78534163255748,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-B-100us-20260908T072128.436476Z/run.json
B,100,2,100.45326024012478,112,39,10.0352,7.566411844002916,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-B-100us-20260908T072128.436476Z/run.json
B,100,2,200.00961637096273,223,19,19.9808,4.896189403012738,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-B-100us-20260908T072128.436476Z/run.json
B,100,2,400.01923274192546,446,9,39.9616,3.8509215242337342,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-B-100us-20260908T072128.436476Z/run.json
A,100,2,0.8969225035844479,1,4458,0.089,73.64017235961661,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-100us-20260908T072142.110498Z/run.json
A,100,2,1.7938450071688958,2,2229,0.178,66.48208219286994,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-100us-20260908T072142.110498Z/run.json
A,100,2,2.6907675107533437,3,1486,0.26699999999999996,55.73515279830755,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-100us-20260908T072142.110498Z/run.json
A,100,2,5.3815350215066875,6,743,0.5339999999999999,28.31408635836926,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-100us-20260908T072142.110498Z/run.json
A,100,2,10.763070043013375,12,371,1.0679999999999998,19.980524108920577,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-100us-20260908T072142.110498Z/run.json
A,100,2,20.6292175824423,23,193,2.047,13.20884495857532,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-100us-20260908T072142.110498Z/run.json
A,100,2,50.22766020072908,56,79,4.984,8.848587363088717,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-100us-20260908T072142.110498Z/run.json
A,100,2,100.45532040145817,112,39,9.968,6.728002461557802,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-100us-20260908T072142.110498Z/run.json
A,100,2,200.01371829933188,223,19,19.847,5.193206625996021,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-100us-20260908T072142.110498Z/run.json
A,100,2,400.02743659866377,446,9,39.694,4.507332659092324,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-100us-20260908T072142.110498Z/run.json
D,100,2,0.8968374140131411,1,4459,0.0896,87.6902138883237,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-D-100us-20260908T072153.974681Z/run.json
D,100,2,1.7936748280262822,2,2229,0.1792,84.19448039001998,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-D-100us-20260908T072153.974681Z/run.json
D,100,2,2.690512242039423,3,1486,0.2688,79.20984988683725,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-D-100us-20260908T072153.974681Z/run.json
D,100,2,5.381024484078846,6,743,0.5376,40.3256799145765,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-D-100us-20260908T072153.974681Z/run.json
D,100,2,10.762048968157693,12,371,1.0752,30.82748106155499,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-D-100us-20260908T072153.974681Z/run.json
D,100,2,20.627260522302244,23,193,2.0608,20.62257314228998,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-D-100us-20260908T072153.974681Z/run.json
D,100,2,50.222895184735904,56,79,5.0176,13.061187684299442,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-D-100us-20260908T072153.974681Z/run.json
D,100,2,100.44579036947181,112,39,10.0352,10.456643770041879,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-D-100us-20260908T072153.974681Z/run.json
D,100,2,200.89158073894362,224,19,20.0704,8.837263484777258,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-D-100us-20260908T072153.974681Z/run.json
D,100,2,400.8863240638741,447,9,40.0512,7.264143409427936,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-D-100us-20260908T072153.974681Z/run.json
B,200,2,1.49465085703186,1,2675,0.18919999999999998,55.89633174730854,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-B-200us-20260908T072213.815522Z/run.json
B,200,2,2.98930171406372,2,1337,0.37839999999999996,33.5323988283089,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-B-200us-20260908T072213.815522Z/run.json
B,200,2,5.97860342812744,4,668,0.7567999999999999,22.51680947553812,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-B-200us-20260908T072213.815522Z/run.json
B,200,2,10.462555999223019,7,382,1.3244,15.230221745522355,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-B-200us-20260908T072213.815522Z/run.json
B,200,2,20.925111998446038,14,191,2.6488,10.057371512848391,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-B-200us-20260908T072213.815522Z/run.json
B,200,2,50.81812913908324,34,78,6.432799999999999,6.852283551590942,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-B-200us-20260908T072213.815522Z/run.json
B,200,2,100.14160742113462,67,39,12.676400000000001,4.473205223266161,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-B-200us-20260908T072213.815522Z/run.json
B,200,2,200.28321484226925,134,19,25.352800000000002,3.3554356697250585,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-B-200us-20260908T072213.815522Z/run.json
B,200,2,400.5664296845385,268,9,50.705600000000004,2.7297392996307073,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-B-200us-20260908T072213.815522Z/run.json
D,200,2,1.4946532187720527,1,2675,0.18919999999999998,48.6793506253771,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-D-200us-20260908T072227.204091Z/run.json
D,200,2,2.9893064375441054,2,1337,0.37839999999999996,31.037726461860963,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-D-200us-20260908T072227.204091Z/run.json
D,200,2,5.978612875088211,4,668,0.7567999999999999,20.465320322063004,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-D-200us-20260908T072227.204091Z/run.json
D,200,2,10.46257253140437,7,382,1.3244,14.641812506351544,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-D-200us-20260908T072227.204091Z/run.json
D,200,2,20.92514506280874,14,191,2.6488,10.501862379745061,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-D-200us-20260908T072227.204091Z/run.json
D,200,2,50.818209438249795,34,78,6.432799999999999,6.644342348759173,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-D-200us-20260908T072227.204091Z/run.json
D,200,2,100.14176565772753,67,39,12.676400000000001,4.939200569344224,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-D-200us-20260908T072227.204091Z/run.json
D,200,2,200.28353131545506,134,19,25.352800000000002,3.0762146284660377,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-D-200us-20260908T072227.204091Z/run.json
D,200,2,400.56706263091013,268,9,50.705600000000004,2.131337459609321,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-D-200us-20260908T072227.204091Z/run.json
A,200,2,1.494683525622435,1,2675,0.189,58.526840284215346,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-200us-20260908T072240.677278Z/run.json
A,200,2,2.98936705124487,2,1337,0.378,38.73287142796343,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-200us-20260908T072240.677278Z/run.json
A,200,2,5.97873410248974,4,668,0.756,24.925332020547216,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-200us-20260908T072240.677278Z/run.json
A,200,2,10.462784679357044,7,382,1.323,16.939810107177664,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-200us-20260908T072240.677278Z/run.json
A,200,2,20.92556935871409,14,191,2.646,10.956684577268723,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-200us-20260908T072240.677278Z/run.json
A,200,2,50.819239871162786,34,78,6.426,7.122228643315324,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-200us-20260908T072240.677278Z/run.json
A,200,2,100.14379621670314,67,39,12.663,5.965223929627441,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-200us-20260908T072240.677278Z/run.json
A,200,2,200.28759243340627,134,19,25.326,4.414658760620052,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-200us-20260908T072240.677278Z/run.json
A,200,2,400.57518486681255,268,9,50.652,3.2694662345952064,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r2-A-200us-20260908T072240.677278Z/run.json
D,100,3,0.8969127802838981,1,4458,0.0896,84.06369096777442,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-100us-20260908T072322.861537Z/run.json
D,100,3,1.7938255605677962,2,2229,0.1792,79.54701764606176,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-100us-20260908T072322.861537Z/run.json
D,100,3,2.690738340851694,3,1486,0.2688,73.16838532518624,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-100us-20260908T072322.861537Z/run.json
D,100,3,5.381476681703388,6,743,0.5376,41.92128615128485,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-100us-20260908T072322.861537Z/run.json
D,100,3,10.762953363406776,12,371,1.0752,32.94522001106203,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-100us-20260908T072322.861537Z/run.json
D,100,3,20.628993946529658,23,193,2.0608,19.65805336607113,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-100us-20260908T072322.861537Z/run.json
D,100,3,50.22711569589829,56,79,5.0176,12.561198730845046,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-100us-20260908T072322.861537Z/run.json
D,100,3,100.45423139179658,112,39,10.0352,10.84572386664675,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-100us-20260908T072322.861537Z/run.json
D,100,3,200.01155000330928,223,19,19.9808,9.737791923242167,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-100us-20260908T072322.861537Z/run.json
D,100,3,400.02310000661856,446,9,39.9616,8.371591067098343,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-100us-20260908T072322.861537Z/run.json
B,100,3,0.8968375286541054,1,4459,0.0896,68.80097893539359,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-100us-20260908T072335.721711Z/run.json
B,100,3,1.7936750573082108,2,2229,0.1792,60.42014581918804,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-100us-20260908T072335.721711Z/run.json
B,100,3,2.690512585962316,3,1486,0.2688,50.212897475150655,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-100us-20260908T072335.721711Z/run.json
B,100,3,5.381025171924632,6,743,0.5376,25.500977981136543,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-100us-20260908T072335.721711Z/run.json
B,100,3,10.762050343849264,12,371,1.0752,17.62155951417063,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-100us-20260908T072335.721711Z/run.json
B,100,3,20.627263159044425,23,193,2.0608,12.180994722149636,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-100us-20260908T072335.721711Z/run.json
B,100,3,50.222901604629904,56,79,5.0176,7.83449467135132,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-100us-20260908T072335.721711Z/run.json
B,100,3,100.44580320925981,112,39,10.0352,5.5723162798590735,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-100us-20260908T072335.721711Z/run.json
B,100,3,200.89160641851961,224,19,20.0704,3.741735235416611,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-100us-20260908T072335.721711Z/run.json
B,100,3,400.8863753083851,447,9,40.0512,2.5864441906390336,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-100us-20260908T072335.721711Z/run.json
A,100,3,0.8967882106405585,1,4460,0.089,74.99774779909104,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-100us-20260908T072348.804384Z/run.json
A,100,3,1.793576421281117,2,2230,0.178,68.26677635359293,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-100us-20260908T072348.804384Z/run.json
A,100,3,2.6903646319216756,3,1486,0.26699999999999996,59.158247647539774,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-100us-20260908T072348.804384Z/run.json
A,100,3,5.380729263843351,6,743,0.5339999999999999,29.87613334973059,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-100us-20260908T072348.804384Z/run.json
A,100,3,10.761458527686703,12,371,1.0679999999999998,21.501264008729674,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-100us-20260908T072348.804384Z/run.json
A,100,3,20.626128844732843,23,193,2.047,15.2015648402933,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-100us-20260908T072348.804384Z/run.json
A,100,3,50.220139795871276,56,79,4.984,9.929892100352674,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-100us-20260908T072348.804384Z/run.json
A,100,3,100.44027959174255,112,39,9.968,7.439695018026652,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-100us-20260908T072348.804384Z/run.json
A,100,3,200.8805591834851,224,19,19.936,6.034236207070652,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-100us-20260908T072348.804384Z/run.json
A,100,3,400.86433015632963,447,9,39.783,5.196219805163377,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-100us-20260908T072348.804384Z/run.json
D,25,3,0.4484662211640224,1,8918,0.0148,96.46665871773331,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-25us-20260908T072416.075497Z/run.json
D,25,3,1.3453986634920672,3,2972,0.0444,87.46476454581035,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-25us-20260908T072416.075497Z/run.json
D,25,3,2.242331105820112,5,1783,0.074,79.27362582605794,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-25us-20260908T072416.075497Z/run.json
D,25,3,5.381594653968269,12,743,0.1776,68.96488399891429,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-25us-20260908T072416.075497Z/run.json
D,25,3,10.314723086772515,23,387,0.3404,59.26404027240357,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-25us-20260908T072416.075497Z/run.json
D,25,3,20.18097995238101,45,198,0.666,52.00293729792689,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-25us-20260908T072416.075497Z/run.json
D,25,3,50.22821677037051,112,79,1.6576,41.012259774170246,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-25us-20260908T072416.075497Z/run.json
D,25,3,100.00796731957699,223,39,3.3004000000000002,35.935789097000004,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-25us-20260908T072416.075497Z/run.json
D,25,3,200.01593463915398,446,19,6.6008000000000004,32.03701308930786,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-25us-20260908T072416.075497Z/run.json
D,25,3,400.03186927830797,892,9,13.201600000000001,28.001120268221502,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-25us-20260908T072416.075497Z/run.json
A,200,3,1.49493972603062,1,2675,0.189,74.9475467698479,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-200us-20260908T072446.255272Z/run.json
A,200,3,2.98987945206124,2,1337,0.378,55.23014364771045,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-200us-20260908T072446.255272Z/run.json
A,200,3,5.97975890412248,4,668,0.756,29.41557869794731,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-200us-20260908T072446.255272Z/run.json
A,200,3,10.464578082214341,7,382,1.323,18.88687671871802,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-200us-20260908T072446.255272Z/run.json
A,200,3,20.929156164428683,14,191,2.646,13.126161013990433,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-200us-20260908T072446.255272Z/run.json
A,200,3,50.82795068504108,34,78,6.426,8.541929775353589,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-200us-20260908T072446.255272Z/run.json
A,200,3,100.16096164405154,67,39,12.663,6.302051057859439,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-200us-20260908T072446.255272Z/run.json
A,200,3,200.32192328810308,134,19,25.326,5.157994341789559,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-200us-20260908T072446.255272Z/run.json
A,200,3,400.64384657620616,268,9,50.652,4.259441188608583,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-200us-20260908T072446.255272Z/run.json
D,200,3,1.4947158715284734,1,2675,0.18919999999999998,55.10972463009482,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-200us-20260908T072457.813718Z/run.json
D,200,3,2.989431743056947,2,1337,0.37839999999999996,35.06238015140315,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-200us-20260908T072457.813718Z/run.json
D,200,3,5.978863486113894,4,668,0.7567999999999999,21.923344646650122,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-200us-20260908T072457.813718Z/run.json
D,200,3,10.463011100699314,7,382,1.3244,15.901131984041847,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-200us-20260908T072457.813718Z/run.json
D,200,3,20.926022201398627,14,191,2.6488,10.661900169941385,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-200us-20260908T072457.813718Z/run.json
D,200,3,50.820339631968096,34,78,6.432799999999999,7.007652275063276,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-200us-20260908T072457.813718Z/run.json
D,200,3,100.14596339240772,67,39,12.676400000000001,4.895531689765859,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-200us-20260908T072457.813718Z/run.json
D,200,3,200.29192678481544,134,19,25.352800000000002,3.830837616512491,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-200us-20260908T072457.813718Z/run.json
D,200,3,400.5838535696309,268,9,50.705600000000004,3.169501708160881,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-200us-20260908T072457.813718Z/run.json
B,200,3,1.4948484227410581,1,2675,0.18919999999999998,46.97010790589094,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-200us-20260908T072510.983364Z/run.json
B,200,3,2.9896968454821162,2,1337,0.37839999999999996,30.489072309089366,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-200us-20260908T072510.983364Z/run.json
B,200,3,5.9793936909642325,4,668,0.7567999999999999,19.159819787918167,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-200us-20260908T072510.983364Z/run.json
B,200,3,10.463938959187407,7,382,1.3244,13.781442013609148,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-200us-20260908T072510.983364Z/run.json
B,200,3,20.927877918374815,14,191,2.6488,9.435289322296725,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-200us-20260908T072510.983364Z/run.json
B,200,3,50.824846373195975,34,78,6.432799999999999,6.023516792522958,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-200us-20260908T072510.983364Z/run.json
B,200,3,100.15484432365089,67,39,12.676400000000001,3.8875416556225884,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-200us-20260908T072510.983364Z/run.json
B,200,3,200.30968864730178,134,19,25.352800000000002,2.5634093770208897,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-200us-20260908T072510.983364Z/run.json
B,200,3,400.61937729460357,268,9,50.705600000000004,1.6493795410278471,True,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-200us-20260908T072510.983364Z/run.json
A,50,3,0.5979975607575383,1,6688,0.0395,90.63717295803269,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-50us-20260908T072529.267552Z/run.json
