dwell_us,frequency_hz,tx_port,port,observable,single_visit_coherent_snr_db,full_capture_reference_magnitude,qualified_cycles,qualified_measured_wall_latency_ms,phase_rms_at_weighted_10deg_gate_deg,run_json
200,5727000000,TX2,ANT4,True,11.57108473824611,637.3235561397811,128,191.232,2.8060519239856316,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5727000000-tx2-20260903T205301.723734Z/run.json
200,5727000000,TX2,ANT8,True,14.667866598273523,864.9519323767935,128,191.232,3.7201775946453846,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5727000000-tx2-20260903T205301.723734Z/run.json
200,5727000000,TX2,ANT7,True,5.367384275786588,395.37639704532035,128,191.232,15.117628333608977,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5727000000-tx2-20260903T205301.723734Z/run.json
200,5727000000,TX2,ANT5,True,5.649886278861799,407.30780752361113,128,191.232,14.69285706360661,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5727000000-tx2-20260903T205301.723734Z/run.json
200,5728000000,TX1,ANT1,True,-4.680920270039981,72.3311951072265,16,23.92,16.85586267021277,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5728000000-tx1-20260903T205315.976815Z/run.json
200,5728000000,TX1,ANT2,True,4.116253842833153,179.69961196027654,16,23.92,5.968386366724419,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5728000000-tx1-20260903T205315.976815Z/run.json
200,5728000000,TX1,ANT4,True,-0.6565326566818228,107.1188005846082,16,23.92,9.71079885997605,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5728000000-tx1-20260903T205315.976815Z/run.json
200,5728000000,TX1,ANT8,False,-23.792528187066008,7.543122295787191,16,23.92,87.10495027517601,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5728000000-tx1-20260903T205315.976815Z/run.json
200,5728000000,TX1,ANT7,True,-4.081317420930767,71.77320592517455,16,23.92,15.840852170685247,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5728000000-tx1-20260903T205315.976815Z/run.json
200,5728000000,TX1,ANT5,True,-0.24029263067477682,111.10905172914812,16,23.92,8.993104033471283,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5728000000-tx1-20260903T205315.976815Z/run.json
200,5728000000,TX2,ANT1,True,10.251925600370399,368.4394607282199,1,1.494,12.803040244290663,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5728000000-tx2-20260903T205328.631721Z/run.json
200,5728000000,TX2,ANT2,True,4.472637741942443,185.47475478902578,1,1.494,27.95711147952421,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5728000000-tx2-20260903T205328.631721Z/run.json
200,5728000000,TX2,ANT4,True,15.59967643342842,690.9792938429304,1,1.494,6.5584524641604265,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5728000000-tx2-20260903T205328.631721Z/run.json
200,5728000000,TX2,ANT8,True,18.339214038735648,954.2493805991339,1,1.494,4.703216433862111,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5728000000-tx2-20260903T205328.631721Z/run.json
200,5728000000,TX2,ANT7,True,11.868034437172179,439.37597744583354,1,1.494,10.383536811512466,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5728000000-tx2-20260903T205328.631721Z/run.json
200,5728000000,TX2,ANT5,True,13.432638914032985,545.7816336844669,1,1.494,8.532214542179794,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5728000000-tx2-20260903T205328.631721Z/run.json
200,5729000000,TX1,ANT1,True,-6.073504195410542,63.26399576076461,32,47.84,15.02702876784337,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5729000000-tx1-20260903T205342.838817Z/run.json
200,5729000000,TX1,ANT2,True,2.848274837860325,164.3635883928055,32,47.84,5.007317588403473,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5729000000-tx1-20260903T205342.838817Z/run.json
200,5729000000,TX1,ANT4,True,-2.045785975664665,92.55632499532898,32,47.84,8.73596436900288,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5729000000-tx1-20260903T205342.838817Z/run.json
200,5729000000,TX1,ANT8,False,-21.77891013226272,9.51599334338983,32,47.84,72.58848200785926,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5729000000-tx1-20260903T205342.838817Z/run.json
200,5729000000,TX1,ANT7,True,-5.134147540319237,64.9187982930595,32,47.84,16.118934684076667,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5729000000-tx1-20260903T205342.838817Z/run.json
200,5729000000,TX1,ANT5,True,-1.154656429669653,99.22282282730133,32,47.84,7.282672992910354,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5729000000-tx1-20260903T205342.838817Z/run.json
200,5729000000,TX2,ANT1,True,10.370150379896305,370.9807050082196,1,1.495,12.592638168119949,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5729000000-tx2-20260903T205355.521076Z/run.json
200,5729000000,TX2,ANT2,True,4.756833927321209,187.66419132566307,1,1.495,27.153182777199454,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5729000000-tx2-20260903T205355.521076Z/run.json
200,5729000000,TX2,ANT4,True,15.946049831185562,697.9535674454448,1,1.495,6.44737674673195,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5729000000-tx2-20260903T205355.521076Z/run.json
200,5729000000,TX2,ANT8,True,18.707951729897097,958.5243692763219,1,1.495,4.620269349345393,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5729000000-tx2-20260903T205355.521076Z/run.json
200,5729000000,TX2,ANT7,True,12.156560590722002,437.4261442201749,1,1.495,10.155676158520928,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5729000000-tx2-20260903T205355.521076Z/run.json
200,5729000000,TX2,ANT5,True,13.860093561356363,554.7043867258677,1,1.495,8.354228639681748,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5729000000-tx2-20260903T205355.521076Z/run.json
200,5730000000,TX1,ANT1,True,-5.740263816434938,66.5764650117784,32,47.808,11.000550575071681,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5730000000-tx1-20260903T205409.829794Z/run.json
200,5730000000,TX1,ANT2,True,2.4330929362656057,159.24751779441698,32,47.808,4.444915404887658,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5730000000-tx1-20260903T205409.829794Z/run.json
200,5730000000,TX1,ANT4,True,-2.9437172125619817,84.63889828465405,32,47.808,8.843653770946739,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5730000000-tx1-20260903T205409.829794Z/run.json
200,5730000000,TX1,ANT8,False,-19.63812378524307,12.569570919268322,32,47.808,62.657755207910625,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5730000000-tx1-20260903T205409.829794Z/run.json
200,5730000000,TX1,ANT7,True,-5.375877080690143,63.77370832033235,32,47.808,12.661439359141008,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5730000000-tx1-20260903T205409.829794Z/run.json
200,5730000000,TX1,ANT5,True,-1.1391396131966616,101.09158734078453,32,47.808,6.986612472920739,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5730000000-tx1-20260903T205409.829794Z/run.json
200,5730000000,TX2,ANT1,True,10.06186609209557,367.3978390396024,1,1.494,13.185942194762527,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5730000000-tx2-20260903T205422.352335Z/run.json
200,5730000000,TX2,ANT2,True,4.560861784543678,186.98440597967738,1,1.494,27.919851131315326,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5730000000-tx2-20260903T205422.352335Z/run.json
200,5730000000,TX2,ANT4,True,15.582598960959832,690.7297026625856,1,1.494,6.675541162312679,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5730000000-tx2-20260903T205422.352335Z/run.json
200,5730000000,TX2,ANT8,True,18.40479410664145,950.0724857888813,1,1.494,4.715762738506127,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5730000000-tx2-20260903T205422.352335Z/run.json
200,5730000000,TX2,ANT7,True,11.91320478055421,434.3991950552316,1,1.494,10.382933957078228,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5730000000-tx2-20260903T205422.352335Z/run.json
200,5730000000,TX2,ANT5,True,13.628991307269045,545.9364768559666,1,1.494,8.537672657918693,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5730000000-tx2-20260903T205422.352335Z/run.json
200,5731000000,TX1,ANT1,True,-5.177963230679996,67.6275562413866,32,47.84,11.724490855821513,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5731000000-tx1-20260903T205436.640264Z/run.json
200,5731000000,TX1,ANT2,True,2.8910800739166826,157.37604708305724,32,47.84,4.888498406245121,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5731000000-tx1-20260903T205436.640264Z/run.json
200,5731000000,TX1,ANT4,True,-3.660812080288773,74.95239715461372,32,47.84,10.524041954116537,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5731000000-tx1-20260903T205436.640264Z/run.json
200,5731000000,TX1,ANT8,False,-17.828978740168974,14.523158371351142,32,47.84,54.1180953679428,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5731000000-tx1-20260903T205436.640264Z/run.json
200,5731000000,TX1,ANT7,True,-4.708365817981349,66.01887092731235,32,47.84,11.066382406040807,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5731000000-tx1-20260903T205436.640264Z/run.json
200,5731000000,TX1,ANT5,True,-1.1210851795448964,99.01565062672414,32,47.84,6.5760337426016555,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5731000000-tx1-20260903T205436.640264Z/run.json
200,5731000000,TX2,ANT1,True,9.357309052902519,347.7919608831168,1,1.494,14.34451517938038,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5731000000-tx2-20260903T205449.270624Z/run.json
200,5731000000,TX2,ANT2,True,4.208183026350271,187.57984795601766,1,1.494,28.873559808155765,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5731000000-tx2-20260903T205449.270624Z/run.json
200,5731000000,TX2,ANT4,True,14.877441851182105,657.3245123493224,1,1.494,7.247963926805099,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5731000000-tx2-20260903T205449.270624Z/run.json
200,5731000000,TX2,ANT8,True,17.293212772524335,893.047969348154,1,1.494,5.307860347738999,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5731000000-tx2-20260903T205449.270624Z/run.json
200,5731000000,TX2,ANT7,True,10.671878464056794,398.93256386999286,1,1.494,12.234075834354632,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5731000000-tx2-20260903T205449.270624Z/run.json
200,5731000000,TX2,ANT5,True,12.595211423151865,494.78778388927697,1,1.494,9.335018333016517,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5731000000-tx2-20260903T205449.270624Z/run.json
200,5732000000,TX1,ANT1,True,-5.542231557335605,66.89188686861029,32,47.808,11.036929998738648,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5732000000-tx1-20260903T205503.458807Z/run.json
200,5732000000,TX1,ANT2,True,2.9866183830838464,155.86139750014652,32,47.808,4.5564177197201765,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5732000000-tx1-20260903T205503.458807Z/run.json
200,5732000000,TX1,ANT4,True,-4.698510845702036,66.33595123061717,32,47.808,11.85729664533611,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5732000000-tx1-20260903T205503.458807Z/run.json
200,5732000000,TX1,ANT8,True,-14.943973283876577,20.117772413106756,32,47.808,42.87197090163811,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5732000000-tx1-20260903T205503.458807Z/run.json
200,5732000000,TX1,ANT7,True,-4.640601665060936,66.1718172490569,32,47.808,12.363435035982523,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5732000000-tx1-20260903T205503.458807Z/run.json
200,5732000000,TX1,ANT5,True,-0.5256803055185508,104.66710754000309,32,47.808,7.7305862306271,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5732000000-tx1-20260903T205503.458807Z/run.json
200,5732000000,TX2,ANT1,True,10.208585312468834,362.76393530465424,1,1.494,12.837405614084195,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5732000000-tx2-20260903T205516.343067Z/run.json
200,5732000000,TX2,ANT2,True,5.13338213645827,193.7488399060446,1,1.494,26.159615455530954,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5732000000-tx2-20260903T205516.343067Z/run.json
200,5732000000,TX2,ANT4,True,15.960883499800147,688.9635215422904,1,1.494,6.308642968868654,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5732000000-tx2-20260903T205516.343067Z/run.json
200,5732000000,TX2,ANT8,True,18.545294545100283,934.6376508739855,1,1.494,4.665768937850345,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5732000000-tx2-20260903T205516.343067Z/run.json
200,5732000000,TX2,ANT7,True,11.754655858301163,420.6727115709885,1,1.494,10.582441808508841,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5732000000-tx2-20260903T205516.343067Z/run.json
200,5732000000,TX2,ANT5,True,13.719238008494132,534.1734019547916,1,1.494,8.382906726378687,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5732000000-tx2-20260903T205516.343067Z/run.json
200,5733000000,TX1,ANT1,True,-5.59246279278433,67.44688047930114,64,95.616,7.648120668196597,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5733000000-tx1-20260903T205530.473954Z/run.json
200,5733000000,TX1,ANT2,True,1.7488304821125367,143.51967462625592,64,95.616,3.789707920878107,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5733000000-tx1-20260903T205530.473954Z/run.json
200,5733000000,TX1,ANT4,True,-6.313675950261444,56.99774994589165,64,95.616,11.147020955983574,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5733000000-tx1-20260903T205530.473954Z/run.json
200,5733000000,TX1,ANT8,True,-14.138909918245115,22.642198782310345,64,95.616,28.921672200033026,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5733000000-tx1-20260903T205530.473954Z/run.json
200,5733000000,TX1,ANT7,True,-5.959428065674532,58.68366272790383,64,95.616,8.31196329310326,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5733000000-tx1-20260903T205530.473954Z/run.json
200,5733000000,TX1,ANT5,True,-1.7185192671123415,92.21658263974149,64,95.616,5.272390549921213,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5733000000-tx1-20260903T205530.473954Z/run.json
200,5733000000,TX2,ANT1,True,10.220094066669795,359.88550656837083,1,1.494,13.035541894280106,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5733000000-tx2-20260903T205543.045350Z/run.json
200,5733000000,TX2,ANT2,True,5.390474677388584,198.56636605480017,1,1.494,24.381903300679653,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5733000000-tx2-20260903T205543.045350Z/run.json
200,5733000000,TX2,ANT4,True,16.061195971518963,689.2722384766397,1,1.494,6.332897975094353,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5733000000-tx2-20260903T205543.045350Z/run.json
200,5733000000,TX2,ANT8,True,18.452897145901247,926.3884439596534,1,1.494,4.795083252608143,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5733000000-tx2-20260903T205543.045350Z/run.json
200,5733000000,TX2,ANT7,True,11.501957119823413,413.8365902948866,1,1.494,10.963296110608688,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5733000000-tx2-20260903T205543.045350Z/run.json
200,5733000000,TX2,ANT5,True,13.651339548248224,529.5878240670345,1,1.494,8.567063378599546,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5733000000-tx2-20260903T205543.045350Z/run.json
200,5734000000,TX1,ANT1,True,-4.649062479091058,71.32649498351664,32,47.808,10.363759389743226,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5734000000-tx1-20260903T205557.065358Z/run.json
200,5734000000,TX1,ANT2,True,2.3354571230931276,147.0529557835254,32,47.808,4.985463039076715,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5734000000-tx1-20260903T205557.065358Z/run.json
200,5734000000,TX1,ANT4,True,-7.483812536724647,48.72878477658524,32,47.808,14.706359953971406,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5734000000-tx1-20260903T205557.065358Z/run.json
200,5734000000,TX1,ANT8,True,-14.322560465099883,21.732678903914298,32,47.808,44.4056589698811,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5734000000-tx1-20260903T205557.065358Z/run.json
200,5734000000,TX1,ANT7,True,-4.970608165626381,63.912181268343446,32,47.808,12.091943536982837,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5734000000-tx1-20260903T205557.065358Z/run.json
200,5734000000,TX1,ANT5,True,-1.4945179865017868,94.2341684624987,32,47.808,7.734249848301033,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5734000000-tx1-20260903T205557.065358Z/run.json
200,5734000000,TX2,ANT1,True,9.49892257063673,346.0512949294766,1,1.494,14.070577335410368,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5734000000-tx2-20260903T205609.326515Z/run.json
200,5734000000,TX2,ANT2,True,4.991576426913159,197.64671437199985,1,1.494,25.54625577729576,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5734000000-tx2-20260903T205609.326515Z/run.json
200,5734000000,TX2,ANT4,True,15.116982377069352,664.8917746481555,1,1.494,7.005623894449375,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5734000000-tx2-20260903T205609.326515Z/run.json
200,5734000000,TX2,ANT8,True,17.331857645296758,882.3374541974973,1,1.494,5.27381824873787,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5734000000-tx2-20260903T205609.326515Z/run.json
200,5734000000,TX2,ANT7,True,10.55085372469642,388.2859159919022,1,1.494,12.22427074844623,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5734000000-tx2-20260903T205609.326515Z/run.json
200,5734000000,TX2,ANT5,True,12.481054085821091,492.6019230695126,1,1.494,9.406182698952758,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5734000000-tx2-20260903T205609.326515Z/run.json
200,5735000000,TX1,ANT1,True,-5.1294401849235,69.09500143203779,64,95.616,8.290548255838399,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5735000000-tx1-20260903T205623.440787Z/run.json
200,5735000000,TX1,ANT2,True,0.8017037283841311,127.06808695506518,64,95.616,3.750362572589314,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5735000000-tx1-20260903T205623.440787Z/run.json
200,5735000000,TX1,ANT4,True,-9.901848837694455,37.84221474500365,64,95.616,15.328368400929351,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5735000000-tx1-20260903T205623.440787Z/run.json
200,5735000000,TX1,ANT8,True,-14.185501971413021,22.685742493823025,64,95.616,26.835585422724606,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5735000000-tx1-20260903T205623.440787Z/run.json
200,5735000000,TX1,ANT7,True,-5.885020562551898,58.05325062695474,64,95.616,11.047512273220086,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5735000000-tx1-20260903T205623.440787Z/run.json
200,5735000000,TX1,ANT5,True,-2.536663457010848,84.12707467840465,64,95.616,6.393880608108696,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5735000000-tx1-20260903T205623.440787Z/run.json
200,5735000000,TX2,ANT1,True,9.552006915565116,346.20110426771953,1,1.494,13.881938797238144,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5735000000-tx2-20260903T205636.494590Z/run.json
200,5735000000,TX2,ANT2,True,5.2422690170717825,203.41697253571294,1,1.494,24.854980935010637,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5735000000-tx2-20260903T205636.494590Z/run.json
200,5735000000,TX2,ANT4,True,15.25472693619163,663.6842390660779,1,1.494,6.88972481910065,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5735000000-tx2-20260903T205636.494590Z/run.json
200,5735000000,TX2,ANT8,True,17.1399236669098,871.113671384358,1,1.494,5.338137284935434,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-200us-5735000000-tx2-20260903T205636.494590Z/run.json
