dwell_us,frequency_hz,tx_channel,tx_port,cycle_us,theoretical_scans_per_second,frequency_difference_qualified,frequency_difference_search_objective,frequency_difference_error_hz,single_cycle_phase_rms_deg_maximum_port,single_cycle_phase_rms_deg_maximum_observable_port,single_cycle_phase_rms_deg_power_weighted_ports,phase_10deg_wall_latency_ms,phase_10deg_active_integration_ms,phase_10deg_cycles,phase_10deg_maximum_port_rms_deg,phase_10deg_maximum_observable_port_rms_deg,phase_10deg_power_weighted_rms_deg,observable_port_count,observable_ports,settled_after_selected_edge_us,phase_only_settled_after_selected_edge_us,decode_method,selector_clock_scale,selector_cycle_frequency_hz,decode_periodicity_score,decode_alignment_score,full_bearing_deg,full_bearing_valid,full_bearing_score,full_bearing_residual_phase_rms_deg,run_json
100,5726000000,0,TX1,900,1111.111111111111,True,,,103.3609979390269,82.68515898038402,65.89023546704026,57.408,5.696,64,97.87364651857675,13.55959739976387,9.919004686129055,5,"ANT1,ANT2,ANT4,ANT7,ANT5",28.0,13.0,cyclostationary_coherent_fold,0.9966666666666667,1115.2982325192488,0.023737640277605554,0.9390538549300202,82.0,False,0.4809130235051348,48.742828878503246,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-100us-5726000000-tx1-20260903T203945.962013Z/run.json
100,5726000000,1,TX2,900,1111.111111111111,True,0.8430339351193886,-1.8072000000000001,45.492040386520884,45.492040386520884,12.97529008529441,1.794,0.178,2,28.27314236438695,28.27314236438695,8.44637707202636,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",15.0,11.0,cyclostationary_coherent_fold,0.9966666666666667,1115.3535399419852,0.03289999986387295,0.9669115184125109,181.0,True,0.6839072953921508,27.203275792246732,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-100us-5726000000-tx2-20260903T203959.661864Z/run.json
100,5750000000,0,TX1,900,1111.111111111111,True,,,95.4891689885546,95.4891689885546,80.78683940120429,229.632,22.784,256,13.200684766801873,13.200684766801873,6.694051846564328,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",,,cyclostationary_coherent_fold,0.9966666666666667,1115.2922241526992,0.023507308355337916,0.9529957501112813,353.0,False,0.3993303070118216,66.80780061389653,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-100us-5750000000-tx1-20260903T204016.590668Z/run.json
100,5750000000,1,TX2,900,1111.111111111111,True,0.6543964725093069,-1.8224,54.62536483642892,54.62536483642892,27.543116381051444,458.752,45.568,512,13.823790206270502,13.823790206270502,6.564186316106384,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",18.0,18.0,cyclostationary_coherent_fold,0.9955555555555555,1115.4544477413117,0.023606008622802998,0.8586402406507554,178.25,True,0.7473024872246238,21.52696510720271,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-100us-5750000000-tx2-20260903T204031.303679Z/run.json
100,5775000000,0,TX1,900,1111.111111111111,True,,,97.56771244207627,97.56771244207627,77.80545618268233,114.688,11.392,128,34.179229046738406,34.179229046738406,7.926994858898576,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",,,cyclostationary_coherent_fold,0.9955555555555555,1115.4619449001812,0.018919453736932115,0.9625800002085291,99.0,False,0.49003498474099483,47.841247259457035,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-100us-5775000000-tx1-20260903T204046.971537Z/run.json
100,5775000000,1,TX2,900,1111.111111111111,True,0.6043969372458856,-1.8084,78.77365198050578,78.77365198050578,28.66118604520986,7.176,0.712,8,35.091451400528776,35.091451400528776,8.05454512239159,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",29.0,23.0,cyclostationary_coherent_fold,0.9966666666666667,1115.2235615752277,0.020848160829520453,0.9650089172036017,182.75,True,0.7379026273990964,19.20348621014075,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-100us-5775000000-tx2-20260903T204100.664291Z/run.json
100,5800000000,0,TX1,900,1111.111111111111,True,,,102.2104984175366,90.13173778406575,77.94090510141969,57.408,5.696,64,78.17688415015108,11.123829121315518,7.840119982523749,5,"ANT2,ANT4,ANT8,ANT7,ANT5",,17.0,cyclostationary_coherent_fold,0.9966666666666667,1115.3153113477456,0.012157198361764428,0.9769641113220496,84.25,True,0.6904465035456403,19.55183177788032,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-100us-5800000000-tx1-20260903T204117.049486Z/run.json
100,5800000000,1,TX2,900,1111.111111111111,True,0.4804728204042629,-1.8078,85.73992742071779,85.73992742071779,31.376021738048163,7.168,0.712,8,45.317722084209905,45.317722084209905,7.938964884731569,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",22.0,13.0,cyclostationary_coherent_fold,0.9955555555555555,1115.465602219974,0.022600591945073797,0.965205736557309,185.25,True,0.598978355018827,31.76250351600314,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-100us-5800000000-tx2-20260903T204130.952304Z/run.json
100,5825000000,0,TX1,900,1111.111111111111,True,,,88.31867332095612,88.31867332095612,64.29112681525088,57.344,5.696,64,16.874475451862338,16.874475451862338,9.590814700139386,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",,14.0,cyclostationary_coherent_fold,0.9955555555555555,1115.480036404265,0.02320476926631988,0.9792177019726692,81.5,True,0.6286469677543993,33.58785174220959,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-100us-5825000000-tx1-20260903T204146.707482Z/run.json
100,5825000000,1,TX2,900,1111.111111111111,True,0.6176143838340905,-1.8078,94.76220814046216,73.23172091707393,15.479926437472741,3.588,0.356,4,82.13847695679864,38.18114566858164,6.577354243328291,5,"ANT1,ANT2,ANT8,ANT7,ANT5",22.0,13.0,cyclostationary_coherent_fold,0.9966666666666667,1115.3637007608581,0.02478009655257822,0.9804812120712306,182.75,False,0.5007828140022388,61.78200844357366,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-100us-5825000000-tx2-20260903T204200.037234Z/run.json
100,5850000000,0,TX1,900,1111.111111111111,True,,,96.18108580569529,96.18108580569529,65.38239999500415,,,,,,,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",,,cyclostationary_coherent_fold,0.9966666666666667,1115.3658666020456,0.041048241029820985,0.9639893671500599,41.0,False,0.49046670432166195,50.448410304254075,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-100us-5850000000-tx1-20260903T204215.772004Z/run.json
100,5850000000,1,TX2,900,1111.111111111111,True,0.8007789732172843,-1.8088000000000002,62.449341405563096,62.449341405563096,13.357159671477154,1.792,0.178,2,47.72408744587961,47.72408744587961,9.613273359071348,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",28.0,23.0,cyclostationary_coherent_fold,0.9955555555555555,1115.545061369674,0.04474968454590873,0.9368772168278101,183.0,False,0.47904629252487857,75.7160943960613,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-100us-5850000000-tx2-20260903T204235.681349Z/run.json
100,5874000000,0,TX1,900,1111.111111111111,True,,,86.07637841824211,86.07637841824211,57.694177354507005,28.672,2.848,32,17.769051252417995,17.769051252417995,7.952805832050887,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",26.0,14.0,cyclostationary_coherent_fold,0.9955555555555555,1115.584936162702,0.024924877841772684,0.9863986490158816,268.5,False,0.6567209629376448,36.02583425562003,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-100us-5874000000-tx1-20260903T204252.835579Z/run.json
100,5874000000,1,TX2,900,1111.111111111111,True,0.49749532587783074,-1.7974,90.46199276139438,90.46199276139438,47.28681379863637,,,,,,,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",,,cyclostationary_coherent_fold,0.9955555555555555,1115.4678192150297,0.02368344263597237,0.9713348457066577,109.25,False,0.5841413406064203,34.540513846862154,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-100us-5874000000-tx2-20260903T204306.122163Z/run.json
50,5726000000,0,TX1,600,1666.6666666666667,True,,,103.41615867888241,89.90593214557629,78.26043438781988,76.544,5.056,128,87.43249506531026,13.776037184972163,7.979205756888883,5,"ANT1,ANT2,ANT4,ANT7,ANT5",,10.0,cyclostationary_coherent_fold,0.9966666666666667,1673.3185483649434,0.0264937832837112,0.9675376884021476,82.5,False,0.4889442132215466,35.063608806038864,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-50us-5726000000-tx1-20260903T204327.859857Z/run.json
50,5726000000,1,TX2,600,1666.6666666666667,True,0.4503555513847246,-1.7966000000000002,72.56955850768543,72.56955850768543,46.09590165828184,,,,,,,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",29.0,15.0,cyclostationary_coherent_fold,0.9966666666666667,1673.4363423726854,0.026129093855327558,0.8255621134114832,178.5,False,0.6510830869806624,31.725101512309973,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-50us-5726000000-tx2-20260903T204342.826916Z/run.json
50,5750000000,0,TX1,600,1666.6666666666667,True,,,99.68452754969928,99.68452754969928,92.81271327930342,,,,,,,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",,,cyclostationary_coherent_fold,0.9966666666666667,1673.5847146320652,0.019355791964492525,0.9428210480148037,353.75,False,0.40483710963262076,70.5977016687955,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-50us-5750000000-tx1-20260903T204401.382853Z/run.json
50,5750000000,1,TX2,600,1666.6666666666667,False,0.10845126735163158,-1.8002,89.25909338210609,89.25909338210609,85.49532858312125,,,,,,,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",5.0,5.0,cyclostationary_coherent_fold,0.995,1673.6436720099666,0.019991639240425033,0.6044226848311904,269.75,False,0.5403217152647418,46.99433785110836,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-50us-5750000000-tx2-20260903T204416.942292Z/run.json
50,5775000000,0,TX1,600,1666.6666666666667,True,,,94.86811594645279,94.86811594645279,92.85732865862767,,,,,,,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",,,cyclostationary_coherent_fold,0.9966666666666667,1673.0458590474345,0.013127581134461766,0.9605061750629561,84.5,True,0.5396510963263881,41.92337581294371,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-50us-5775000000-tx1-20260903T204435.578300Z/run.json
50,5775000000,1,TX2,600,1666.6666666666667,False,0.06821985519306306,-2.4728,93.26524774512401,93.26524774512401,90.40497804040258,,,,,,,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",19.0,19.0,cyclostationary_coherent_fold,0.995,1673.882465220844,0.017182007729302538,0.8748943390028558,309.5,False,0.5531607814033047,48.5385870030732,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-50us-5775000000-tx2-20260903T204450.848960Z/run.json
50,5800000000,0,TX1,600,1666.6666666666667,True,,,94.98119695322995,94.98119695322995,93.1722203430415,,,,,,,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",,19.0,cyclostationary_coherent_fold,0.9966666666666667,1673.2545137632212,0.012434402073750734,0.972219167863915,89.75,True,0.6407512081777025,37.2389057940225,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-50us-5800000000-tx1-20260903T204525.504907Z/run.json
50,5800000000,1,TX2,600,1666.6666666666667,False,0.2053405195791819,-1.792,94.36464812309474,94.36464812309474,63.162357410918965,,,,,,,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",,12.0,cyclostationary_coherent_fold,0.9966666666666667,1672.9539802917284,0.01567374566978694,0.9621513352946766,184.25,False,0.6060708498340736,33.659082494627555,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-50us-5800000000-tx2-20260903T204542.570165Z/run.json
50,5825000000,0,TX1,600,1666.6666666666667,True,,,91.23658006698182,91.23658006698182,85.12386990894805,,,,,,,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",25.0,8.0,cyclostationary_coherent_fold,0.9966666666666667,1672.8617856871285,0.01884133734476865,0.9794785615882241,144.25,False,0.4880700339078131,42.41806299429053,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-50us-5825000000-tx1-20260903T204601.529420Z/run.json
50,5825000000,1,TX2,600,1666.6666666666667,True,0.25531243801711484,-1.8029999999999997,96.0845161135362,95.90828520933728,65.53440499888029,,,,,,,5,"ANT1,ANT4,ANT8,ANT7,ANT5",25.0,16.0,cyclostationary_coherent_fold,0.9966666666666667,1673.110494264186,0.020183095417690613,0.9589449862909298,181.0,False,0.5596990207491888,35.45715547170193,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-50us-5825000000-tx2-20260903T204616.971564Z/run.json
50,5850000000,0,TX1,600,1666.6666666666667,True,,,99.97541306851534,99.97541306851534,86.81896717868501,,,,,,,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",,,cyclostationary_coherent_fold,0.9966666666666667,1672.9941628355352,0.02874533977129841,0.9680554640637461,314.25,False,0.43407505176579364,65.51941979863277,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-50us-5850000000-tx1-20260903T204634.657043Z/run.json
50,5850000000,1,TX2,600,1666.6666666666667,True,0.5928739715711674,-1.8034,78.92512458863077,78.92512458863077,38.882307539306495,,,,,,,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",15.0,14.0,cyclostationary_coherent_fold,0.9966666666666667,1673.0241624490866,0.030415143444944392,0.9574555226043376,183.0,False,0.4742853940953519,73.57176672345783,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-50us-5850000000-tx2-20260903T204649.267972Z/run.json
50,5874000000,0,TX1,600,1666.6666666666667,True,,,90.98822912165193,90.98822912165193,83.76552561653973,,,,,,,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",28.0,10.0,cyclostationary_coherent_fold,0.9966666666666667,1673.0350957450564,0.021861790005123023,0.9860279125909082,269.0,False,0.5436254243160218,42.23926549377511,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-50us-5874000000-tx1-20260903T204709.570702Z/run.json
50,5874000000,1,TX2,600,1666.6666666666667,True,0.40187713496716776,-1.8056,99.87765231678021,64.10080971487517,47.103222435978395,,,,,,,5,"ANT1,ANT2,ANT8,ANT7,ANT5",16.0,16.0,cyclostationary_coherent_fold,0.9966666666666667,1673.2894360060689,0.024259568274781217,0.978384540052079,182.0,False,0.5814363183530906,64.78504116802186,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-50us-5874000000-tx2-20260903T204725.023633Z/run.json
25,5726000000,0,TX1,450,2222.222222222222,True,,,102.70755417578,102.70755417578,99.42547732598544,,,,,,,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",,,cyclostationary_coherent_fold,0.9955555555555555,2230.9248770471995,0.019381609646093298,0.93931614560365,317.5,False,0.3580087722074205,44.42823794259093,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-25us-5726000000-tx1-20260903T204749.007911Z/run.json
25,5726000000,1,TX2,450,2222.222222222222,False,0.03048439002612736,-3.5726,96.57283975347154,96.57283975347154,95.12569759695026,,,,,,,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",,14.0,cyclostationary_coherent_fold,0.9955555555555555,2231.452402244295,0.02205200512530795,0.33783016979379676,124.25,False,0.4490590967888199,52.463492496299665,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-25us-5726000000-tx2-20260903T204805.010826Z/run.json
25,5750000000,0,TX1,450,2222.222222222222,True,,,104.33479824099402,101.72027049113868,99.70839345284128,,,,,,,5,"ANT1,ANT2,ANT4,ANT7,ANT5",,,cyclostationary_coherent_fold,0.9955555555555555,2230.5488306703837,0.013392851777719168,0.9595259717177842,352.75,False,0.42312496601534255,81.4224075555136,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-25us-5750000000-tx1-20260903T204829.934550Z/run.json
25,5750000000,1,TX2,450,2222.222222222222,False,0.020461893734721303,-11.5802,97.71843180038053,97.71843180038053,97.10609952504346,,,,,,,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",,13.0,cyclostationary_coherent_fold,0.9933333333333333,2235.3543611241194,0.01492991355845795,0.9337990017177227,354.25,False,0.4674016039072543,56.369711253051655,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-25us-5750000000-tx2-20260903T204846.090011Z/run.json
25,5775000000,0,TX1,450,2222.222222222222,True,,,100.39782507351347,100.39782507351347,98.5863711247666,,,,,,,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",,,cyclostationary_coherent_fold,0.9955555555555555,2230.6819791672615,0.007092165309769032,0.9742210162878447,94.75,False,0.5205908711116422,45.029093010117656,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-25us-5775000000-tx1-20260903T204907.134352Z/run.json
25,5775000000,1,TX2,450,2222.222222222222,False,0.012462916455584276,-9.4786,99.2629847667972,99.2629847667972,98.83435103884993,,,,,,,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",,12.0,cyclostationary_coherent_fold,0.9933333333333333,2238.130584011619,0.017040518915799635,0.9717483357742612,312.0,False,0.6066119407800317,43.24974962344663,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-25us-5775000000-tx2-20260903T204922.746588Z/run.json
25,5800000000,0,TX1,450,2222.222222222222,True,,,99.45195354531033,99.45195354531033,96.07552492706098,,,,,,,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",,10.0,cyclostationary_coherent_fold,0.9955555555555555,2230.4995415417216,0.00819160205174349,0.9785185634124907,84.0,True,0.533707055007069,41.24235777706081,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-25us-5800000000-tx1-20260903T204942.978893Z/run.json
25,5800000000,1,TX2,450,2222.222222222222,False,0.0062045002298389594,-11.9292,99.3506344865642,99.3506344865642,98.84902553596382,,,,,,,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",,10.0,cyclostationary_coherent_fold,0.9911111111111112,2240.8970087102766,0.028557156905101324,0.9602421589969905,168.75,False,0.5938656500590721,41.53315781739875,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-25us-5800000000-tx2-20260903T204958.669041Z/run.json
25,5825000000,0,TX1,450,2222.222222222222,True,,,97.40788400166811,97.40788400166811,96.02816651176308,,,,,,,6,"ANT1,ANT2,ANT4,ANT8,ANT7,ANT5",,9.0,cyclostationary_coherent_fold,0.9955555555555555,2230.5681912270884,0.012337663568886702,0.9833194038849697,150.5,True,0.524580562743891,42.43644018876188,/srv/bulk/samteway/lab-data/tracking-fast-timing-20260903-v6/captures/fast-25us-5825000000-tx1-20260903T205019.234587Z/run.json
