block,date,method,frequency_mhz,configuration,dwell_us,round,control,passed,phase_rms_deg,max_gain_error_db,observable_ports,source,source_run
block-20260908T225855806955Z,2026-09-08,rolling_50ms,2475.0,A,200,3,False,True,0.8477080549390451,0.44107902865160353,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-200us-20260908T230432.222533Z/run.json
block-20260908T231415311061Z,2026-09-08,rolling_50ms,2475.0,B,1000,1,False,True,0.7683486997103544,0.43965150039665823,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r1-B-1000us-20260908T231739.360036Z/run.json
block-20260908T231415311061Z,2026-09-08,rolling_50ms,2475.0,B,50,1,False,False,1.5117407690185571,1.9011737473518937,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r1-B-50us-20260908T231754.505239Z/run.json
block-20260908T231415311061Z,2026-09-08,rolling_50ms,2475.0,B,25,1,False,False,18.65521374740763,3.9756797694137074,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r1-B-25us-20260908T231809.732937Z/run.json
block-20260908T231415311061Z,2026-09-08,rolling_50ms,2475.0,A,200,1,True,True,0.9066327416150113,0.4619421932781334,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r1-A-200us-control-20260908T231825.017835Z/run.json
block-20260908T231415311061Z,2026-09-08,rolling_50ms,2475.0,B,200,1,False,True,0.921778625816592,0.9030919083457043,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r1-B-200us-20260908T231834.037225Z/run.json
block-20260908T231415311061Z,2026-09-08,rolling_50ms,2475.0,B,100,1,False,False,1.1780474237201268,1.2601506518826766,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r1-B-100us-20260908T231849.497651Z/run.json
block-20260908T231415311061Z,2026-09-08,rolling_50ms,2475.0,A,1000,1,True,True,0.7719475165914068,0.6099532784372315,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r1-A-1000us-control-20260908T231904.534048Z/run.json
block-20260908T231415311061Z,2026-09-08,rolling_50ms,2475.0,B,25,2,False,False,30.68274563042272,7.69171740631373,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r2-B-25us-20260908T231918.879225Z/run.json
block-20260908T231415311061Z,2026-09-08,rolling_50ms,2475.0,B,50,2,False,False,1.4586673222715403,1.8764569570865728,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r2-B-50us-20260908T231934.498902Z/run.json
block-20260908T231415311061Z,2026-09-08,rolling_50ms,2475.0,A,1000,2,True,True,0.8159169275013853,0.17728349490194206,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r2-A-1000us-control-20260908T231949.829474Z/run.json
block-20260908T231415311061Z,2026-09-08,rolling_50ms,2475.0,B,100,2,False,True,0.9293247889961166,0.7449179256837818,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r2-B-100us-20260908T232004.207669Z/run.json
block-20260908T231415311061Z,2026-09-08,rolling_50ms,2475.0,B,1000,2,False,True,0.823036241686199,0.4192018018507288,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r2-B-1000us-20260908T232019.846817Z/run.json
block-20260908T231415311061Z,2026-09-08,rolling_50ms,2475.0,A,200,2,True,True,0.7644905535442473,0.24833250995533102,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r2-A-200us-control-20260908T232035.506787Z/run.json
block-20260908T231415311061Z,2026-09-08,rolling_50ms,2475.0,B,200,2,False,True,0.9020579537866299,0.898735248272745,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r2-B-200us-20260908T232044.771720Z/run.json
block-20260908T231415311061Z,2026-09-08,rolling_50ms,2475.0,B,100,3,False,True,0.9421107832225822,0.9304933876931443,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r3-B-100us-20260908T232101.237930Z/run.json
block-20260908T231415311061Z,2026-09-08,rolling_50ms,2475.0,A,200,3,True,True,1.0642496447241578,0.567361746552783,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r3-A-200us-control-20260908T232117.348532Z/run.json
block-20260908T231415311061Z,2026-09-08,rolling_50ms,2475.0,B,1000,3,False,True,0.9631815263791108,0.27597066961842354,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r3-B-1000us-20260908T232132.267255Z/run.json
block-20260908T231415311061Z,2026-09-08,rolling_50ms,2475.0,B,25,3,False,False,9.507404326136049,2.6021301591671797,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r3-B-25us-20260908T232148.344616Z/run.json
block-20260908T231415311061Z,2026-09-08,rolling_50ms,2475.0,A,1000,3,True,True,0.7735290595290255,0.46305382949686835,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r3-A-1000us-control-20260908T232204.034070Z/run.json
block-20260908T231415311061Z,2026-09-08,rolling_50ms,2475.0,B,50,3,False,False,2.7266472027040547,1.7174884154671237,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r3-B-50us-20260908T232218.467113Z/run.json
block-20260908T231415311061Z,2026-09-08,rolling_50ms,2475.0,B,200,3,False,True,0.8778866639604047,0.8955878226042436,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T231415311061Z-r3-B-200us-20260908T232235.375962Z/run.json
block-20260909T170658793466Z,2026-09-09,rolling_50ms,915.0,A,200,1,False,True,0.15220242902012518,0.4929630761855832,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/subghz_915_diagnostic/data/summary.json,
block-20260909T170658793466Z,2026-09-09,rolling_50ms,915.0,A,200,1,True,True,0.4078588472134023,0.6340975158016764,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/subghz_915_diagnostic/data/summary.json,
block-20260909T170658793466Z,2026-09-09,rolling_50ms,915.0,A,1000,1,False,True,0.13221596600944516,0.48890986555797317,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/subghz_915_diagnostic/data/summary.json,
block-20260909T170658793466Z,2026-09-09,rolling_50ms,915.0,A,200,2,True,True,0.1556929643072288,0.33311489057589105,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/subghz_915_diagnostic/data/summary.json,
block-20260909T170658793466Z,2026-09-09,rolling_50ms,915.0,A,200,2,False,True,0.13825548589536668,0.40574100516414235,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/subghz_915_diagnostic/data/summary.json,
block-20260909T170658793466Z,2026-09-09,rolling_50ms,915.0,A,1000,2,False,True,0.4278608486037057,0.21232377669617966,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/subghz_915_diagnostic/data/summary.json,
block-20260909T170658793466Z,2026-09-09,rolling_50ms,915.0,A,200,3,True,True,0.11575126479171133,0.6553474998389092,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/subghz_915_diagnostic/data/summary.json,
block-20260909T170658793466Z,2026-09-09,rolling_50ms,915.0,A,200,3,False,True,0.23636045083246773,0.4847521942584605,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/subghz_915_diagnostic/data/summary.json,
block-20260909T170658793466Z,2026-09-09,rolling_50ms,915.0,A,1000,3,False,True,0.4523061044053648,0.43707274767321536,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/subghz_915_diagnostic/data/summary.json,
block-20260908T164249289170Z,2026-09-08,fixed_any_budget,5800.0,A,200,1,False,True,,0.6409983903750694,ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T164249289170Z-r1-200us-20260908T164419.671459Z/run.json
block-20260908T164249289170Z,2026-09-08,fixed_any_budget,5800.0,A,200,1,True,False,,,ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T164249289170Z-r1-200us-control-20260908T164428.709688Z/run.json
block-20260908T164249289170Z,2026-09-08,fixed_any_budget,5800.0,A,1000,1,False,True,,0.32423361378343113,ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T164249289170Z-r1-1000us-20260908T164443.275303Z/run.json
block-20260908T164249289170Z,2026-09-08,fixed_any_budget,5800.0,A,1000,2,False,True,,0.21237841789868378,ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T164249289170Z-r2-1000us-20260908T164452.460598Z/run.json
block-20260908T164249289170Z,2026-09-08,fixed_any_budget,5800.0,A,200,2,True,True,,0.2757026715711775,ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T164249289170Z-r2-200us-control-20260908T164507.629421Z/run.json
block-20260908T164249289170Z,2026-09-08,fixed_any_budget,5800.0,A,200,2,False,True,,0.3140702360882788,ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T164249289170Z-r2-200us-20260908T164516.579171Z/run.json
block-20260908T164249289170Z,2026-09-08,fixed_any_budget,5800.0,A,200,3,False,True,,0.4182193361405596,ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T164249289170Z-r3-200us-20260908T164525.695849Z/run.json
block-20260908T164249289170Z,2026-09-08,fixed_any_budget,5800.0,A,1000,3,False,True,,0.3927989981949891,ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T164249289170Z-r3-1000us-20260908T164540.641590Z/run.json
block-20260908T164249289170Z,2026-09-08,fixed_any_budget,5800.0,A,200,3,True,False,,12.583383315988858,ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T164249289170Z-r3-200us-control-20260908T164555.467050Z/run.json
block-20260908T222235133339Z,2026-09-08,fixed_any_budget,5811.0,A,200,1,True,True,,0.6843864594106143,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r1-200us-control-20260908T222359.927361Z/run.json
block-20260908T222235133339Z,2026-09-08,fixed_any_budget,5811.0,A,100,1,False,False,,2.077547084667968,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r1-100us-20260908T222415.183804Z/run.json
block-20260908T222235133339Z,2026-09-08,fixed_any_budget,5811.0,A,50,1,False,False,,5.2286094277052655,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r1-50us-20260908T222430.717395Z/run.json
block-20260908T222235133339Z,2026-09-08,fixed_any_budget,5811.0,A,1000,1,False,True,,0.47031208771731225,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r1-1000us-20260908T222445.466742Z/run.json
block-20260908T222235133339Z,2026-09-08,fixed_any_budget,5811.0,A,200,1,False,False,,11.78100587042227,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r1-200us-20260908T222501.075648Z/run.json
block-20260908T222235133339Z,2026-09-08,fixed_any_budget,5811.0,A,25,1,False,False,,,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r1-25us-20260908T222516.265695Z/run.json
block-20260908T222235133339Z,2026-09-08,fixed_any_budget,5811.0,A,50,2,False,False,,1.638116558381514,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r2-50us-20260908T222531.402805Z/run.json
block-20260908T222235133339Z,2026-09-08,fixed_any_budget,5811.0,A,1000,2,False,True,,0.7732625880917612,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r2-1000us-20260908T222546.698760Z/run.json
block-20260908T222235133339Z,2026-09-08,fixed_any_budget,5811.0,A,25,2,False,False,,,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r2-25us-20260908T222601.891685Z/run.json
block-20260908T222235133339Z,2026-09-08,fixed_any_budget,5811.0,A,200,2,True,True,,0.6764103056860338,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r2-200us-control-20260908T222617.293187Z/run.json
block-20260908T222235133339Z,2026-09-08,fixed_any_budget,5811.0,A,200,2,False,False,,1.4171483687340645,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r2-200us-20260908T222626.631316Z/run.json
block-20260908T222235133339Z,2026-09-08,fixed_any_budget,5811.0,A,100,2,False,False,,2.4624310621293533,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r2-100us-20260908T222641.322420Z/run.json
block-20260908T222235133339Z,2026-09-08,fixed_any_budget,5811.0,A,200,3,False,True,,0.7647465310217711,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r3-200us-20260908T222656.033948Z/run.json
block-20260908T222235133339Z,2026-09-08,fixed_any_budget,5811.0,A,50,3,False,False,,7.354555845978239,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r3-50us-20260908T222710.858363Z/run.json
block-20260908T222235133339Z,2026-09-08,fixed_any_budget,5811.0,A,1000,3,False,True,,0.17546277719431325,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r3-1000us-20260908T222725.732602Z/run.json
block-20260908T222235133339Z,2026-09-08,fixed_any_budget,5811.0,A,200,3,True,False,,1.3176581215609344,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r3-200us-control-20260908T222740.934092Z/run.json
block-20260908T222235133339Z,2026-09-08,fixed_any_budget,5811.0,A,25,3,False,False,,,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r3-25us-20260908T222755.811703Z/run.json
block-20260908T222235133339Z,2026-09-08,fixed_any_budget,5811.0,A,100,3,False,False,,1.1563930374899751,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T222235133339Z-r3-100us-20260908T222810.962634Z/run.json
block-20260908T223136472639Z,2026-09-08,fixed_any_budget,5811.0,A,1000,1,True,True,,0.6925529159597106,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T223136472639Z-r1-A-1000us-control-20260908T223540.792355Z/run.json
block-20260908T223136472639Z,2026-09-08,fixed_any_budget,5811.0,B,100,1,False,False,,0.8816885181213672,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T223136472639Z-r1-B-100us-20260908T223555.226309Z/run.json
block-20260908T223136472639Z,2026-09-08,fixed_any_budget,5811.0,B,50,1,False,False,,1.078502867553427,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T223136472639Z-r1-B-50us-20260908T223610.856607Z/run.json
block-20260908T223136472639Z,2026-09-08,fixed_any_budget,5811.0,B,1000,1,False,True,,0.3410518345522072,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T223136472639Z-r1-B-1000us-20260908T223625.825747Z/run.json
block-20260908T223136472639Z,2026-09-08,fixed_any_budget,5811.0,A,200,1,True,True,,0.5925624121319855,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,docs/completed_switching_analysis/data/fixed.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T223136472639Z-r1-A-200us-control-20260908T223640.979502Z/run.json
