block,date,method,frequency_mhz,configuration,dwell_us,round,control,passed,phase_rms_deg,max_gain_error_db,observable_ports,source,source_run
block-20260908T225855806955Z,2026-09-08,rolling_50ms,2475.0,A,1000,1,False,True,0.7943470206901445,0.27861227846558845,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r1-A-1000us-20260908T230022.539257Z/run.json
block-20260908T225855806955Z,2026-09-08,rolling_50ms,2475.0,A,50,1,False,True,1.2853401164631237,0.7414901266853202,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r1-A-50us-20260908T230038.248996Z/run.json
block-20260908T225855806955Z,2026-09-08,rolling_50ms,2475.0,A,25,1,False,False,13.354831160019522,4.263395795044656,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r1-A-25us-20260908T230053.355939Z/run.json
block-20260908T225855806955Z,2026-09-08,rolling_50ms,2475.0,A,200,1,True,True,1.04645078904815,0.19891137315727753,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r1-A-200us-control-20260908T230108.416593Z/run.json
block-20260908T225855806955Z,2026-09-08,rolling_50ms,2475.0,A,200,1,False,True,0.8205848883075755,0.32146097674637375,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r1-A-200us-20260908T230117.728222Z/run.json
block-20260908T225855806955Z,2026-09-08,rolling_50ms,2475.0,A,100,1,False,True,0.9661583990596774,0.36230482650238366,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r1-A-100us-20260908T230132.690307Z/run.json
block-20260908T225855806955Z,2026-09-08,rolling_50ms,2475.0,A,25,2,False,False,44.287532531497476,5.002910673423601,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r2-A-25us-20260908T230147.767604Z/run.json
block-20260908T225855806955Z,2026-09-08,rolling_50ms,2475.0,A,50,2,False,True,1.363942227301606,0.9377535091716929,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r2-A-50us-20260908T230202.643731Z/run.json
block-20260908T225855806955Z,2026-09-08,rolling_50ms,2475.0,A,200,2,True,True,0.8328467768404492,0.24250360534112583,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r2-A-200us-control-20260908T230217.565293Z/run.json
block-20260908T225855806955Z,2026-09-08,rolling_50ms,2475.0,A,100,2,False,True,0.9470240089738516,0.5740114917996573,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r2-A-100us-20260908T230232.453860Z/run.json
block-20260908T225855806955Z,2026-09-08,rolling_50ms,2475.0,A,1000,2,False,True,0.7603402017884877,0.2806188801162742,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r2-A-1000us-20260908T230247.590759Z/run.json
block-20260908T225855806955Z,2026-09-08,rolling_50ms,2475.0,A,200,2,False,True,0.8449407144559133,0.27189942389441957,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r2-A-200us-20260908T230302.629462Z/run.json
block-20260908T225855806955Z,2026-09-08,rolling_50ms,2475.0,A,1000,3,False,True,0.7786251265949012,0.17378855058789663,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-1000us-20260908T230317.695365Z/run.json
block-20260908T225855806955Z,2026-09-08,rolling_50ms,2475.0,A,100,3,False,True,1.1592523448879442,0.9019918416911316,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-100us-20260908T230332.502536Z/run.json
block-20260908T225855806955Z,2026-09-08,rolling_50ms,2475.0,A,25,3,False,False,19.974161691355366,4.182075867614595,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-25us-20260908T230347.531702Z/run.json
block-20260908T225855806955Z,2026-09-08,rolling_50ms,2475.0,A,200,3,True,True,0.833463254045849,0.3371435891019823,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-200us-control-20260908T230402.264143Z/run.json
block-20260908T225855806955Z,2026-09-08,rolling_50ms,2475.0,A,50,3,False,False,1.5481008341691893,1.9173720023304544,ANT1 ANT2 ANT4 ANT8 ANT7,docs/completed_switching_analysis/data/rolling.csv,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r3-A-50us-20260908T230417.250050Z/run.json
