block,run_json,configuration,dwell_us,round,control,any_window_pass,first_phase_pass_ms,error,common_rotation_deg,gain_error_db,maximum_observable_gain_error_db,maximum_observable_phase_bias_deg,passed,raw_phase_bias_deg,relative_phase_bias_deg,weighted_phase_bias_deg,frequency_hz
block-20260910T043733496539Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043733496539Z-r1-A-50us-20260910T043854.540296Z/run.json,A,50,1,False,False,,,5.255691705942446,"[-4.440010521857281, -8.142889047279047, 0.7056418670515423, -2.546579278623825, 13.511849779060505, -7.649048941733108]",8.142889047279047,15.643376539173985,False,"[-2.4579059237080414, 14.505839061812221, 12.229892173823648, -10.387684833231537, -35.488691968785254, 10.96829185020642]","[-7.713597629650488, 9.250147355869776, 6.974200467881201, -15.643376539173985, -40.74438367472771, 5.7126001442639724]",10.849624321663498,2475000000
block-20260910T043733496539Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043733496539Z-r1-A-25us-20260910T043909.280473Z/run.json,A,25,1,False,False,,,4.617475892466911,"[-5.308845167775868, -8.206112548027614, -3.3342422733766286, -4.774592685543359, 7.392790514381762, -9.495566339833074]",9.495566339833074,8.674324525745043,False,"[-0.36756976540301534, 9.34039444151248, 10.385029244501416, -4.056848633278133, -14.635509752264369, 10.730764246564714]","[-4.985045657869927, 4.722918549045569, 5.767553352034503, -8.674324525745043, -19.25298564473128, 6.113288354097803]",6.172491963211671,2475000000
block-20260910T043733496539Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043733496539Z-r1-A-200us-control-20260910T043924.089350Z/run.json,A,200,1,True,True,1.4950596833556136,,0.30595749846962145,"[-0.18680352609258216, -0.4171935234607216, -0.38354198489501423, -0.43858669059790123, 3.0485748839004008, -0.4478550897781193]",0.4478550897781193,3.2620830013548905,True,"[-1.502894245785038, -0.33548973981502206, 0.8529063236854668, 1.793185873292035, 22.740528346150963, 3.5680404998245123]","[-1.8088517442546594, -0.6414472382846436, 0.5469488252158453, 1.4872283748224138, 22.434570847681346, 3.2620830013548905]",1.509496377503032,2475000000
block-20260910T043733496539Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043733496539Z-r1-A-200us-20260910T043933.212425Z/run.json,A,200,1,False,True,1.4950338554147555,,-0.010812833475377833,"[-0.596436206271918, -0.6159594583252636, -0.22274566437785429, -0.35262166840294734, 3.857395539621247, -0.7757540464605955]",0.7757540464605955,4.124485727326811,True,"[-4.135298560802189, 0.17747045293451025, 0.8563874797150942, 1.34182802528095, 21.785453069649073, 2.6950238312557673]","[-4.124485727326811, 0.1882832864098881, 0.867200313190472, 1.3526408587563277, 21.796265903124453, 2.7058366647311454]",2.008127757513878,2475000000
block-20260910T043733496539Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043733496539Z-r1-A-100us-20260910T043948.087548Z/run.json,A,100,1,False,False,,,-3.3896788674578766,"[-3.2922333324426214, -1.4155932942231857, -0.4959443195282934, -0.13523261113755752, -2.1705731173574447, -3.5597167077019702]",3.5597167077019702,11.754944840206406,False,"[-5.487369354654056, -3.0914893996634563, -0.11556225932655129, -5.692876700210134, 13.42761448895926, 8.36526597274853]","[-2.0976904871961786, 0.2981894677944202, 3.274116608131325, -2.303197832752257, 16.817293356417135, 11.754944840206406]",2.867916200131041,2475000000
block-20260910T043733496539Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043733496539Z-r2-A-25us-20260910T044002.677536Z/run.json,A,25,2,False,False,,,5.582181109557081,"[-5.078202762201095, -9.295798294106259, -2.126366040624354, -4.350069453309145, 10.765410004839184, -8.425750651671839]",9.295798294106259,13.150764266426648,False,"[-5.803937484539627, 12.176955704292768, 13.015709409265906, -4.141911593309967, -29.66147208673456, 18.732945375983732]","[-11.386118594096708, 6.594774594735686, 7.433528299708824, -9.724092702867049, -35.24365319629164, 13.150764266426648]",8.76057329568249,2475000000
block-20260910T043733496539Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043733496539Z-r2-A-50us-20260910T044017.192756Z/run.json,A,50,2,False,False,,,1.225342606478424,"[-2.6974603494447633, -3.578968598732637, -1.741856024833657, -2.3071130975218197, 4.763887627800588, -4.120287933480319]",4.120287933480319,3.400762200078523,False,"[-2.0031424841602092, 2.4349041736648473, 4.626104806556947, -0.8802117577983953, 2.2943678340697984, 4.560146312880217]","[-3.228485090638633, 1.2095615671864233, 3.400762200078523, -2.105554364276819, 1.0690252275913745, 3.3348037064017935]",2.2356580954448555,2475000000
block-20260910T043733496539Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043733496539Z-r2-A-200us-control-20260910T044031.695861Z/run.json,A,200,2,True,True,1.4952627978838275,,-0.19889966186875793,"[-0.3933947197073742, -0.30818381284435586, -0.21885718523059092, -0.014218555913598637, 3.692428203326026, -0.4760649788887786]",0.4760649788887786,2.7351423985488883,True,"[-1.4034050383117735, -0.706579208034608, -0.21189696123468899, 0.9573195968458803, 28.29222085349485, 2.536242736680131]","[-1.2045053764430154, -0.5076795461658502, -0.012997299365931025, 1.1562192587146383, 28.49112051536361, 2.7351423985488883]",1.4010433114681238,2475000000
block-20260910T043733496539Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043733496539Z-r2-A-100us-20260910T044046.703999Z/run.json,A,100,2,False,False,1.79382998130677,,-0.40372392564398285,"[-0.6125926717748228, -1.28700111941182, -0.45997904324510397, -0.6408095960627368, 0.7548124082974739, -1.878060817831799]",1.878060817831799,5.613458739500565,False,"[-1.4267375677858387, -1.1677846593636605, -2.0860431730482984, 1.4575866756661333, 22.175053547137313, 5.209734813856582]","[-1.023013642141856, -0.7640607337196776, -1.682319247404316, 1.8613106013101162, 22.5787774727813, 5.613458739500565]",1.8197949383468306,2475000000
block-20260910T043733496539Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043733496539Z-r2-A-1000us-20260910T044101.491680Z/run.json,A,1000,2,False,True,6.277716630780518,,-2.5647569531813312,"[-0.017984471652222996, 0.05311178697792525, 0.13099250080397026, -0.043221259563269554, 1.4603448924392937, -0.028647832151292615]",0.13099250080397026,3.50394405368264,True,"[-4.879362543450137, -2.267823689089147, -1.0346655604453934, -2.931244289813184, 23.66984877747233, 0.9391871005013083]","[-2.314605590268806, 0.29693326409218423, 1.5300913927359376, -0.36648733663185296, 26.23460573065366, 3.50394405368264]",1.5629156048717654,2475000000
block-20260910T043733496539Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043733496539Z-r2-A-200us-20260910T044116.321962Z/run.json,A,200,2,False,True,1.4948018400173015,,0.26110129170630725,"[0.2500372861398812, -0.29200449032741516, -0.4383854599988113, -0.6058281250335628, 3.3719530262611164, -0.17383352380804293]",0.6058281250335628,4.1813094751380575,True,"[1.8421450137877082, -0.2757395105903807, 0.9542733367459529, -0.7234651434164666, 25.132429606350684, 4.442410766844365]","[1.581043722081401, -0.536840802296688, 0.6931720450396456, -0.9845664351227739, 24.87132831464438, 4.1813094751380575]",1.479693491011241,2475000000
block-20260910T043733496539Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043733496539Z-r3-A-1000us-20260910T044131.243925Z/run.json,A,1000,3,False,True,6.278271172200399,,-0.9797347513748721,"[0.24073114977485194, -0.1316576561078287, -0.1268441130538318, -0.19125073762541994, 2.661837648869669, 0.012517041597532358]",0.24073114977485194,4.061118328296502,True,"[-0.013338241288223916, -1.2969039395888229, -0.17973095130436453, -2.0037244383496993, 22.026231112539357, 3.0813835769216302]","[0.9663965100866483, -0.3171691882139507, 0.8000038000705076, -1.023989686974827, 23.005965863914227, 4.061118328296502]",1.323878753453905,2475000000
block-20260910T043733496539Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043733496539Z-r3-A-100us-20260910T044145.969569Z/run.json,A,100,3,False,True,0.8969996324720109,,-0.680345142610834,"[0.12948896023217862, -0.23042836469874717, -0.31535574512629383, -0.30625381808355895, 2.4621798227354716, -0.06893540809184971]",0.31535574512629383,3.7808233901216894,True,"[0.9812077467932421, -0.9654378214296226, -0.1976405793833183, -2.031592769195954, 25.549944269261353, 3.100478247510855]","[1.661552889404076, -0.2850926788187884, 0.4827045632275158, -1.3512476265851194, 26.23028941187219, 3.7808233901216894]",1.5182681644935052,2475000000
block-20260910T043733496539Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043733496539Z-r3-A-25us-20260910T044200.761974Z/run.json,A,25,3,False,False,,,-4.315807391143439,"[-14.355423972705353, -9.932916453889904, -7.770099162495754, -13.7260170764547, -9.276877395789938, -22.30775296143614]",22.30775296143614,89.87719202307449,False,"[-94.19299941421794, -2.4758069174964854, 22.172447376021655, 14.614614787973094, 19.891107515415527, 13.059671511287377]","[-89.87719202307449, 1.8400004736469533, 26.488254767165095, 18.930422179116533, 24.206914906558964, 17.375478902430817]",37.732358397053325,2475000000
block-20260910T043733496539Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043733496539Z-r3-A-200us-control-20260910T044215.882823Z/run.json,A,200,3,True,False,1.4951729855505798,,-2.062580397651973,"[-1.073008977266995, -0.7628817393000319, 0.3305847578375547, -0.7612579804766582, 0.5117908838294323, -1.4360392237098132]",1.4360392237098132,6.240013885408975,False,"[-2.3292386815613866, -2.901340713850984, -0.8746701127736711, -1.8206784512596166, 16.028832466215842, 4.1774334877570025]","[-0.2666582839094135, -0.8387603161990106, 1.1879102848783019, 0.2419019463923564, 18.091412863867813, 6.240013885408975]",1.4925003623527398,2475000000
block-20260910T043733496539Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043733496539Z-r3-A-50us-20260910T044230.513894Z/run.json,A,50,3,False,False,5.381804676395092,,0.028246947516085814,"[-1.5924170049182573, -2.4049493784028155, -2.5073670140389517, -2.5264998333520476, 2.0996071411950994, -2.846186557613863]",2.846186557613863,1.873744487065848,False,"[0.6253872669262741, -0.061821447659379566, 1.2653114454789998, -1.1129954476235073, 32.33577616335777, 1.901991434581934]","[0.5971403194101884, -0.09006839517546537, 1.2370644979629142, -1.1412423951395931, 32.30752921584168, 1.873744487065848]",1.4135011237983672,2475000000
block-20260910T043733496539Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043733496539Z-r3-A-200us-20260910T044245.242133Z/run.json,A,200,3,False,False,,,64.44061167791247,"[-21.00567698784507, -7.042123914358635, 4.854620449489957, -2.8802480315590477, 21.93722118514257, -11.901907613503152]",21.00567698784507,97.9118514237208,False,"[-4.748773817810435, 143.3496059183709, 19.854250868969007, -33.47123974580833, -47.66719728328002, 111.23917494043495]","[-69.1893854957229, 78.90899424045845, -44.58636080894346, -97.9118514237208, -112.10780896119249, 46.79856326252248]",79.15039827394916,2475000000
block-20260910T044450635209Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T044450635209Z-r1-B-1000us-20260910T044656.284277Z/run.json,B,1000,1,False,True,6.277363867983415,,-0.13247667413183065,"[0.03888911154789464, 0.08820913290469601, 0.15599163536373256, 0.15248471963039223, 0.17698983246639288, 0.6531644391961184]",0.6531644391961184,2.7157338212865447,True,"[-0.10372409022312024, 0.3103225930097826, -0.2113759484591912, -0.4862536319912061, 0.3701018291781731, -2.848210495418376]","[0.028752583908710404, 0.4427992671416132, -0.07889927432736056, -0.35377695785937546, 0.5025785033100036, -2.7157338212865447]",0.5857756407217951,2475000000
block-20260910T044450635209Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T044450635209Z-r1-B-50us-20260910T044712.011128Z/run.json,B,50,1,False,False,400.5460514763199,,-0.045910868991084375,"[-1.5471839536750829, -1.6101860280217772, -0.7567174318470962, -1.22147695656588, 0.22855510033551446, -1.4330714144232566]",1.6101860280217772,1.6897753120439505,False,"[-0.2549384581423738, -0.12501685496503925, 0.04812310675824881, 0.3555938094288328, -3.060121362927087, -1.7356861810350346]","[-0.2090275891512894, -0.07910598597395489, 0.09403397574933317, 0.4015046784199171, -3.0142104939360026, -1.6897753120439505]",0.39947978137171375,2475000000
block-20260910T044450635209Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T044450635209Z-r1-B-25us-20260910T044727.455476Z/run.json,B,25,1,False,False,,,-8.348520682494652,"[-9.447192762975046, -3.1574625237044716, -0.025495550284080473, -4.199143382336944, -4.8750845857217024, -5.983576222161892]",9.447192762975046,44.66847154227533,False,"[-53.016992224769986, -4.688760295371429, 12.866028575016468, 0.9236966748488589, -121.78921048729472, -8.04683282884311]","[-44.66847154227533, 3.659760387123224, 21.21454925751112, 9.272217357343509, -113.44068980480009, 0.3016878536515407]",20.44221291921296,2475000000
block-20260910T044450635209Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T044450635209Z-r1-A-200us-control-20260910T044742.766421Z/run.json,A,200,1,True,True,1.4947088807307225,,-2.177568112547185,"[0.15579243683634658, -0.2652702832986077, -0.6450333379343234, -0.17186301049497194, -2.1772315317885447, -0.32633688510109604]",0.6450333379343234,4.069254758002428,True,"[-3.546537955484418, -1.1066379079253097, -2.3662619543984142, -3.480803430782959, 14.208726029803696, 1.891686645455244]","[-1.3689698429372328, 1.0709302046218754, -0.1886938418512292, -1.303235318235774, 16.38629414235088, 4.069254758002428]",1.5030008338802796,2475000000
block-20260910T044450635209Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T044450635209Z-r1-B-200us-20260910T044751.778237Z/run.json,B,200,1,False,True,20.925454297209114,,-1.4813557794132226,"[-0.7638656119591687, -0.0978458426335124, 0.6298488392551389, 0.4796668283087627, -4.031087854378454, -0.505769006338783]",0.7638656119591687,2.5203852171286516,True,"[-3.3255782032413364, -2.249768832089431, -2.680676636738645, 1.0390294377154294, 3.441085397834713, -0.5103030531286146]","[-1.8442224238281137, -0.7684130526762081, -1.1993208573254224, 2.5203852171286516, 4.922441177247935, 0.971052726284608]",1.6727340605916903,2475000000
block-20260910T044450635209Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T044450635209Z-r1-B-100us-20260910T044807.327849Z/run.json,B,100,1,False,False,200.03272778914857,,-2.21955631251357,"[-1.8791337596433053, -1.264074760033795, -0.09115880900302144, 0.08320169199701719, -3.7002277878863676, -1.946878133702743]",1.946878133702743,7.443898869234327,False,"[-2.3678005632293515, -1.9270677597451085, -2.631895147318859, -3.1468532342625677, -12.60156693042047, 5.224342556720758]","[-0.14824425071578184, 0.2924885527684613, -0.41233883480528916, -0.9272969217489978, -10.3820106179069, 7.443898869234327]",1.4792101101843294,2475000000
block-20260910T044450635209Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T044450635209Z-r1-A-1000us-control-20260910T044823.108037Z/run.json,A,1000,1,True,True,6.278933140280849,,-2.16960126920538,"[0.4266870219678915, 0.12742010368373502, 0.012417582016730105, 0.2952426978477095, -7.249617671201889, -0.33818009184331893]",0.4266870219678915,3.8623501830198634,True,"[-4.049659313450105, -2.9255007611835997, -1.431812105122155, -0.6335209367337484, -12.106535817984026, 1.6927489138144838]","[-1.8800580442447254, -0.7558994919782199, 0.7377891640832246, 1.5360803324716317, -9.936934548778646, 3.8623501830198634]",1.4683336772956639,2475000000
block-20260910T044450635209Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T044450635209Z-r2-B-25us-20260910T044837.488312Z/run.json,B,25,2,False,False,,,-5.285984083864026,"[-13.128888532162936, -5.076866029957719, -3.8991804968876504, -6.627901294886489, -19.157733638193047, -10.545712131021748]",13.128888532162936,36.46661007956932,False,"[-41.75259416343334, -0.3590296347188205, 13.937201290467149, -0.5557890728402307, 22.532358618496744, -11.030374644886662]","[-36.46661007956932, 4.926954449145206, 19.223185374331173, 4.730195011023795, 27.818342702360773, -5.744390561022637]",16.412884589972982,2475000000
block-20260910T044450635209Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T044450635209Z-r2-B-50us-20260910T044853.563467Z/run.json,B,50,2,False,True,5.3813699347711195,,-2.3813401519041264,"[-0.34168087364034416, -0.6039214409700199, -0.3866432436690048, -0.12226082715095432, -1.4605103027276236, -0.2925040358256495]",0.6039214409700199,7.242817314868573,True,"[-9.624157466772699, -1.2446084860914952, -1.4029020893028052, -0.19649723568660196, 5.557585895870698, -4.836316988999314]","[-7.242817314868573, 1.136731665812631, 0.9784380626013212, 2.184842916217524, 7.9389260477748245, -2.454976837095187]",3.247270281418143,2475000000
block-20260910T044450635209Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T044450635209Z-r2-A-1000us-control-20260910T044909.265730Z/run.json,A,1000,2,True,True,6.27910221875987,,-0.9311061504259035,"[-0.5253681380567226, -0.049299532834385776, -0.3659059447752647, -0.789375927887402, -1.0011312294880772, -0.07973166510674512]",0.789375927887402,2.999853562295792,True,"[-3.8728790879005195, -2.3378394747275077, 1.0089887198985608, 2.068747411869889, 4.819413699688289, -1.4677445152661748]","[-2.9417729374746164, -1.406733324301604, 1.9400948703244645, 2.999853562295792, 5.750519850114192, -0.5366383648402713]",2.281167825678877,2475000000
block-20260910T044450635209Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T044450635209Z-r2-B-100us-20260910T044923.917725Z/run.json,B,100,2,False,True,0.8969016536973716,,-1.2419458033829627,"[-0.4557109562978972, -0.3740356567741261, -0.1664788930647419, 0.4475854890559594, -0.8499917765547794, 0.18704806203736463]",0.4557109562978972,2.165464195815713,True,"[-3.0610559435980775, -0.320759973937723, -1.5735900900085042, -1.3037618244573108, 10.215059420613464, -3.407409999198676]","[-1.8191101402151149, 0.9211858294452397, -0.3316442866255414, -0.06181602107434823, 11.457005223996427, -2.165464195815713]",1.1297167749488786,2475000000
block-20260910T044450635209Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T044450635209Z-r2-B-1000us-20260910T044939.553744Z/run.json,B,1000,2,False,True,6.278660175345137,,-0.007015833699913348,"[-0.356426630162913, -0.22907958630691613, 0.18562278921686526, -0.17106527688704704, 0.20930977456478755, 0.37111343773887945]",0.37111343773887945,1.1830196836795182,True,"[-0.7160174397426597, 0.14784957825033443, 0.690303449811129, 0.05622181287394079, -6.781880695999187, -1.1900355173794313]","[-0.7090016060427464, 0.15486541195024778, 0.6973192835110423, 0.06323764657385414, -6.774864862299274, -1.1830196836795182]",0.5219775424401399,2475000000
block-20260910T044450635209Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T044450635209Z-r2-A-200us-control-20260910T044955.279050Z/run.json,A,200,2,True,False,,,53.514615451479145,"[-22.785265852148274, -6.035321819715715, 4.00159191562174, -4.687031122774812, 19.485908841733675, -10.30340321683199]",22.785265852148274,92.37356154815868,False,"[6.979048521538856, 145.88817699963784, 26.57282938116196, -28.815145612406123, -62.520647693504664, 113.28781985863817]","[-46.53556692994029, 92.37356154815868, -26.94178607031719, -82.32976106388527, -116.03526314498382, 59.77320440715902]",77.63168147289129,2475000000
block-20260910T044450635209Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T044450635209Z-r2-B-200us-20260910T045004.358121Z/run.json,B,200,2,False,True,1.4950406988799128,,1.5675192855621203,"[-0.4212807159906925, -0.41261678168117294, -0.027235359225153882, -0.21932028003712611, -0.40374548745728317, 0.12459208426952376]",0.4212807159906925,1.9824445803168254,True,"[0.7516100314517495, 1.4565074495733286, 0.4580159939680733, 2.8365735738660076, 3.174997233796838, -0.414925294754705]","[-0.8159092541103707, -0.11101183598879179, -1.1095032915940468, 1.269054288303887, 1.6074779482347183, -1.9824445803168254]",0.9073698571660436,2475000000
block-20260910T044450635209Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T044450635209Z-r3-B-100us-20260910T045020.625016Z/run.json,B,100,3,False,False,1.7936609109023798,,-0.05156973563664052,"[-0.8690754944548733, -1.2033383448411672, -0.7377449472816988, -0.9529141965316612, -0.2934438035460715, -0.858131499253606]",1.2033383448411672,2.0851373504347857,False,"[-1.0942917761648785, 0.5108070333574838, -0.39473618246839914, 0.06532701243254915, -1.2285957653770965, -2.136707086071426]","[-1.0427220405282382, 0.5623767689941245, -0.3431664468317587, 0.11689674806918968, -1.177026029740456, -2.0851373504347857]",0.6748876280767068,2475000000
